code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
SAEDKNW,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J18,30,26,rencontre_D2F_1_2223_470.pdf,29,26,R,1,1,1,0,0,F,0,0,D2,2223,30,29,1,-0.440914864465793
SAEDKNZ,NOISY LE GRAND HANDBALL,GHERRAM farid,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J18,22,19,rencontre_D2F_1_2223_473.pdf,21,19,R,1,1,1,0,0,F,0,0,D2,2223,37,25,12,0.562546551214977
SAEDKOB,SAMBRE AVESNOIS HANDBALL,PETIT clement,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J18,24,25,rencontre_D2F_1_2223_475.pdf,22,25,R,-1,-1,0,0,0,F,0,0,D2,2223,36,44,-8,-1.26192875002279
SAEDKOC,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,PALENTE BESANCON HANDBALL,SECK cheikh,J18,36,34,rencontre_D2F_1_2223_476.pdf,35,34,R,1,1,1,0,0,F,0,1,D2,2223,39,23,16,0.92744161146253
SAEDKOD,ASUL VAULX EN VELIN,MODENEL sebastien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J19,27,27,rencontre_D2F_1_2223_477.pdf,26,27,R,-1,0,1,0,1,F,0,0,D2,2223,23,42,-19,-1.03114666549486
SAEDKOE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J19,23,25,rencontre_D2F_1_2223_478.pdf,23,24,R,-1,-1,0,0,1,F,1,0,D2,2223,33,26,7,1.45124345514091
SAEDKOF,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J19,24,25,rencontre_D2F_1_2223_479.pdf,24,24,R,0,-1,0,0,0,F,1,0,D2,2223,27,43,-16,-0.744717036190732
SAEDKOK,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J20,23,24,rencontre_D2F_1_2223_484.pdf,22,23,R,-1,-1,0,0,0,F,0,0,D2,2223,34,47,-13,-1.65414053348638
SAEDKON,NOISY LE GRAND HANDBALL,GHERRAM farid,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J20,28,25,rencontre_D2F_1_2223_487.pdf,27,25,R,1,1,1,1,0,F,1,0,D2,2223,43,28,15,1.1528858263693
SAEDKOR,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J21,25,26,rencontre_D2F_1_2223_491.pdf,23,24,R,-1,-1,0,0,0,F,1,0,D2,2223,35,49,-14,-1.41892701636154
SAEDKOU,PALENTE BESANCON HANDBALL,SECK cheikh,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J21,27,25,rencontre_D2F_1_2223_494.pdf,27,24,R,1,1,1,0,0,F,0,0,D2,2223,25,32,-7,-0.886829385225962
SAEDKOV,STELLA SAINT-MAUR HANDBALL,SAMSON remi,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J21,25,22,rencontre_D2F_1_2223_495.pdf,24,22,R,1,1,1,0,0,F,0,0,D2,2223,50,29,21,1.24156113931635
SAEDKOX,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J21,29,32,rencontre_D2F_1_2223_497.pdf,28,30,R,-1,-1,0,0,1,F,1,0,D2,2223,47,32,15,0.785477455485851
SAEDKPA,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,SAMBRE AVESNOIS HANDBALL,PETIT clement,J22,26,28,rencontre_D2F_1_2223_500.pdf,25,28,R,-1,-1,0,0,1,F,0,1,D2,2223,30,44,-14,-0.699091375232074
SAEDKPB,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J22,20,23,rencontre_D2F_1_2223_501.pdf,20,22,R,-1,-1,0,0,0,F,0,0,D2,2223,33,53,-20,-1.24620636454413
SAEDKPC,NOISY LE GRAND HANDBALL,GHERRAM farid,LOMME LILLE METROPOLE HB,WORM laurent,J22,31,29,rencontre_D2F_1_2223_502.pdf,30,28,R,1,1,1,1,0,F,0,0,D2,2223,46,36,10,1.48936858201616
SAEDKPE,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,26,22,rencontre_D2F_1_2223_504.pdf,25,22,R,1,1,1,0,0,F,0,0,D2,2223,35,36,-1,0.486324434944052
SAEDKPI,NOISY LE GRAND HANDBALL,GHERRAM farid,ASUL VAULX EN VELIN,MODENEL sebastien,J23,25,28,rencontre_D2F_1_2223_508.pdf,24,26,R,-1,-1,0,0,0,F,0,0,D2,2223,49,30,19,0.578064369981046
SAEDKPM,ASUL VAULX EN VELIN,MODENEL sebastien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J24,27,30,rencontre_D2F_1_2223_512.pdf,27,29,R,-1,-1,0,0,0,F,0,0,D2,2223,33,59,-26,-1.35003972561035
SAEDKPO,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J24,26,27,rencontre_D2F_1_2223_514.pdf,26,26,R,0,-1,0,0,1,F,0,0,D2,2223,32,40,-8,0.201069746367499
SAEDKPP,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J24,24,23,rencontre_D2F_1_2223_515.pdf,23,23,R,0,1,1,0,1,F,0,0,D2,2223,37,52,-15,-0.402139492734998
SAEDKPS,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,LOMME LILLE METROPOLE HB,SANZ aurore,J24,26,24,rencontre_D2F_1_2223_518.pdf,25,24,R,1,1,1,1,0,F,0,0,D2,2223,38,38,0,0
SAEDKPU,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J25,25,25,rencontre_D2F_1_2223_520.pdf,25,24,R,1,0,0,0,0,F,1,1,D2,2223,33,40,-7,-0.241350613999206
SAEDKPV,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J25,25,25,rencontre_D2F_1_2223_521.pdf,25,24,R,1,0,0,0,0,F,0,0,D2,2223,40,41,-1,0.172393295713718
SAEDKPW,PALENTE BESANCON HANDBALL,SECK cheikh,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J25,33,33,rencontre_D2F_1_2223_522.pdf,32,33,R,-1,0,1,0,1,F,0,1,D2,2223,31,58,-27,-1.62049697970895
SAEDKPX,STELLA SAINT-MAUR HANDBALL,SAMSON remi,NOISY LE GRAND HANDBALL,GHERRAM farid,J25,27,31,rencontre_D2F_1_2223_523.pdf,27,30,R,-1,-1,0,0,0,F,1,0,D2,2223,62,51,11,0.999881115139567
SAEDKPY,SAMBRE AVESNOIS HANDBALL,PETIT clement,LOMME LILLE METROPOLE HB,SANZ aurore,J25,24,23,rencontre_D2F_1_2223_524.pdf,22,22,R,0,1,1,0,1,F,0,0,D2,2223,51,39,12,1.06883843342505
SAEDKQB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J26,27,28,rencontre_D2F_1_2223_527.pdf,27,27,R,0,-1,0,1,0,F,0,0,D2,2223,45,56,-11,-0.776381488522249
SAEDKQG,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J26,20,23,rencontre_D2F_1_2223_532.pdf,20,23,R,-1,-1,0,0,1,F,0,1,D2,2223,44,38,6,0.189361338663963
SAEDYUR,ES BESANCON FEMININ,MIZOULE sebastien,BREST BRETAGNE HANDBALL,MOREL pablo,J6,24,27,rencontre_D1F_2223_3005.pdf,24,26,R,-1,-1,0,0,0,F,1,0,D1,2223,10,15,-5,-1.66383940989535
SAEDZFO,TREMBLAY HANDBALL,HAMANI cherif,BORDEAUX HANDBALL,PEYRABOUT benoit,J1,23,24,rencontre_D2H_2223_362.pdf,22,23,R,-1,-1,0,0,1,H,0,0,D2,2223,0,0,0,0
SAEDZFS,CAEN HANDBALL,BEDOS roch,SARAN LOIRET HB,COURTIAL fabien,J1,28,26,rencontre_D2H_2223_366.pdf,28,25,R,1,1,1,1,0,H,1,0,D2,2223,0,NA,NA,NA
SAEDZFT,NANCY METROPOLE,SYLLA yerime,STRASBOURG HANDBALL,LATHOUD denis,J1,28,26,rencontre_D2H_2223_367.pdf,27,25,R,1,1,1,1,0,H,1,0,D2,2223,0,0,0,0
SAEDZFU,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,BESANCON HANDBALL,GUILLAUME benoit,J1,35,34,rencontre_D2H_2223_368.pdf,35,34,R,1,1,1,1,1,H,0,1,D2,2223,0,0,0,0
SAEDZFV,VILLEURBANNE HANDBALL,ZUZO semir,DIJON METROPOLE HB,CHADUTEAUD ulrich,J1,27,28,rencontre_D2H_2223_369.pdf,26,26,R,0,-1,0,1,1,H,0,0,D2,2223,0,NA,NA,NA
SAEDZGA,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,FRONTIGNAN THAU HANDBALL,MARCOS asier,J2,33,28,rencontre_D2H_2223_374.pdf,31,28,R,1,1,1,0,0,H,0,0,D2,2223,3,3,0,0
SAEDZGF,BESANCON HANDBALL,GUILLAUME benoit,SARAN LOIRET HB,COURTIAL fabien,J3,30,31,rencontre_D2H_2223_379.pdf,30,30,R,0,-1,0,0,0,H,0,0,D2,2223,2,NA,NA,NA
SAEDZGH,VALENCE HANDBALL,BENKAHLA aziz,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J3,25,28,rencontre_D2H_2223_381.pdf,25,26,R,-1,-1,0,1,0,H,1,0,D2,2223,2,2,0,0
SAEDZGJ,FRONTIGNAN THAU HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J3,29,28,rencontre_D2H_2223_383.pdf,29,27,R,1,1,1,1,0,H,0,0,D2,2223,4,4,0,0
SAEDZGR,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,31,30,rencontre_D2H_2223_391.pdf,30,28,R,1,1,1,0,1,H,0,0,D2,2223,NA,NA,NA,NA
SAEDZGU,BORDEAUX HANDBALL,PEYRABOUT benoit,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J5,30,32,rencontre_D2H_2223_394.pdf,30,32,R,-1,-1,0,0,1,H,1,0,D2,2223,12,11,1,0.74535599249993
SAEDZGV,VALENCE HANDBALL,BENKAHLA aziz,FRONTIGNAN THAU HANDBALL,MARCOS asier,J5,25,25,rencontre_D2H_2223_395.pdf,25,24,R,1,0,0,0,0,H,0,0,D2,2223,4,10,-6,-1.86338998124982
SAEDZGW,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J5,30,33,rencontre_D2H_2223_396.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D2,2223,8,8,0,0
SAEDZGX,TREMBLAY HANDBALL,HAMANI cherif,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J5,30,28,rencontre_D2H_2223_397.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2223,9,8,1,0.74535599249993
SAEDZGZ,STRASBOURG HANDBALL,LATHOUD denis,CHERBOURG HB,ROURA eduard,J5,28,31,rencontre_D2H_2223_399.pdf,27,29,R,-1,-1,0,0,1,H,1,1,D2,2223,4,6,-2,-0.372677996249965
SAEDZHE,SARAN LOIRET HB,COURTIAL fabien,VALENCE HANDBALL,BENKAHLA aziz,J6,30,30,rencontre_D2H_2223_404.pdf,28,29,R,-1,0,1,1,0,H,0,1,D2,2223,NA,6,NA,NA
SAEDZHG,FRONTIGNAN THAU HANDBALL,MARCOS asier,DIJON METROPOLE HB,CHADUTEAUD ulrich,J6,28,31,rencontre_D2H_2223_406.pdf,27,30,R,-1,-1,0,0,0,H,0,1,D2,2223,12,NA,NA,NA
SAEDZHJ,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,NANCY METROPOLE,SYLLA yerime,J6,28,26,rencontre_D2H_2223_409.pdf,27,25,R,1,1,1,0,0,H,0,0,D2,2223,11,9,2,0.04152273992687
SAEDZHO,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BESANCON HANDBALL,GUILLAUME benoit,J7,32,30,rencontre_D2H_2223_414.pdf,31,29,R,1,1,1,0,0,H,1,0,D2,2223,14,10,4,1.15813204828717
SAEDZHP,STRASBOURG HANDBALL,LATHOUD denis,BORDEAUX HANDBALL,PEYRABOUT benoit,J7,22,23,rencontre_D2H_2223_415.pdf,22,23,R,-1,-1,0,0,1,H,0,0,D2,2223,6,14,-8,-0.979957887012223
SAEDZHT,BESANCON HANDBALL,GUILLAUME benoit,TREMBLAY HANDBALL,HAMANI cherif,J8,33,36,rencontre_D2H_2223_419.pdf,32,35,R,-1,-1,0,0,0,H,1,0,D2,2223,11,18,-7,-1.41507021874556
SAEDZHU,SARAN LOIRET HB,COURTIAL fabien,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J8,33,29,rencontre_D2H_2223_420.pdf,32,29,R,1,1,1,0,0,H,0,1,D2,2223,NA,13,NA,NA
SAEDZHW,CHERBOURG HB,ROURA eduard,VILLEURBANNE HANDBALL,ZUZO semir,J8,20,15,rencontre_D2H_2223_422.pdf,18,15,R,1,1,1,0,0,H,0,0,D2,2223,11,9,2,0.0266994380895389
SAEDZIB,STRASBOURG HANDBALL,CHAUDEUR louis,CAEN HANDBALL,BEDOS roch,J9,24,27,rencontre_D2H_2223_427.pdf,24,26,R,-1,-1,0,0,0,H,0,0,D2,2223,8,16,-8,-1.37401077314545
SAEDZIC,FRONTIGNAN THAU HANDBALL,MARCOS asier,SARAN LOIRET HB,COURTIAL fabien,J9,36,35,rencontre_D2H_2223_428.pdf,35,34,R,1,1,1,1,1,H,0,1,D2,2223,19,NA,NA,NA
SAEDZIG,DIJON METROPOLE HB,CHADUTEAUD ulrich,BORDEAUX HANDBALL,PEYRABOUT benoit,J9,26,29,rencontre_D2H_2223_432.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2223,NA,18,NA,NA
SAEDZII,TREMBLAY HANDBALL,HAMANI cherif,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J10,29,27,rencontre_D2H_2223_434.pdf,29,27,R,1,1,1,0,0,H,0,0,D2,2223,24,17,7,0.786307554263898
SAEDZIK,CAEN HANDBALL,BEDOS roch,VILLEURBANNE HANDBALL,BOUGEANT frederic,J10,28,27,rencontre_D2H_2223_436.pdf,27,26,R,1,1,1,1,0,H,1,0,D2,2223,19,12,7,0.786307554263898
SAEDZIL,SARAN LOIRET HB,COURTIAL fabien,STRASBOURG HANDBALL,CHAUDEUR louis,J10,33,29,rencontre_D2H_2223_437.pdf,32,29,R,1,1,1,0,0,H,0,1,D2,2223,NA,9,NA,NA
SAEDZIN,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,FRONTIGNAN THAU HANDBALL,MARCOS asier,J10,36,34,rencontre_D2H_2223_439.pdf,34,32,R,1,1,1,0,0,H,0,0,D2,2223,24,22,2,-0.239310994775969
SAEDZIP,BORDEAUX HANDBALL,PEYRABOUT benoit,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J10,22,23,rencontre_D2H_2223_441.pdf,21,22,R,-1,-1,0,0,0,H,0,0,D2,2223,21,17,4,0.170936424839978
SAEDZIZ,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SARAN LOIRET HB,COURTIAL fabien,J12,30,32,rencontre_D2H_2223_451.pdf,29,31,R,-1,-1,0,0,1,H,0,0,D2,2223,30,NA,NA,NA
SAEDZJA,CHERBOURG HB,ROURA eduard,FRONTIGNAN THAU HANDBALL,MARCOS asier,J12,26,30,rencontre_D2H_2223_452.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D2,2223,19,24,-5,-1.18999324203288
SAEDZJD,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J12,31,29,rencontre_D2H_2223_455.pdf,30,29,R,1,1,1,0,1,H,1,0,D2,2223,21,22,-1,-0.661107356684931
SAEDZJF,BORDEAUX HANDBALL,PEYRABOUT benoit,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J12,26,25,rencontre_D2H_2223_457.pdf,26,25,R,1,1,1,0,1,H,0,0,D2,2223,23,23,0,0
SAEDZJG,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,NANCY METROPOLE,SYLLA yerime,J13,25,26,rencontre_D2H_2223_458.pdf,25,25,R,0,-1,0,1,0,H,0,0,D2,2223,23,22,1,0.489020494879211
SAEDZJK,FRONTIGNAN THAU HANDBALL,MARCOS asier,BESANCON HANDBALL,GUILLAUME benoit,J13,41,37,rencontre_D2H_2223_462.pdf,39,36,R,1,1,1,1,0,H,0,0,D2,2223,27,20,7,1.11776113115248
SAEDZJL,SARAN LOIRET HB,COURTIAL fabien,BORDEAUX HANDBALL,PEYRABOUT benoit,J13,30,30,rencontre_D2H_2223_463.pdf,30,28,R,1,0,0,1,1,H,0,1,D2,2223,NA,26,NA,NA
SAEDZJM,STRASBOURG HANDBALL,CHAUDEUR louis,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J13,25,26,rencontre_D2H_2223_464.pdf,25,25,R,0,-1,0,0,1,H,0,0,D2,2223,12,24,-12,-0.873250883712877
SAEDZJP,BESANCON HANDBALL,GUILLAUME benoit,VALENCE HANDBALL,BENKAHLA aziz,J14,29,30,rencontre_D2H_2223_467.pdf,29,29,R,0,-1,0,0,1,H,1,0,D2,2223,21,19,2,-0.530330085889911
SAEDZJR,NANCY METROPOLE,SYLLA yerime,VILLEURBANNE HANDBALL,BOUGEANT frederic,J14,28,27,rencontre_D2H_2223_469.pdf,28,27,R,1,1,1,0,0,H,0,0,D2,2223,25,16,9,0.707106781186547
SAEDZJU,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J14,30,31,rencontre_D2H_2223_472.pdf,29,30,R,-1,-1,0,0,0,H,0,0,D2,2223,27,24,3,-0.353553390593274
SAEDZKB,VALENCE HANDBALL,BENKAHLA aziz,STRASBOURG HANDBALL,CHAUDEUR louis,J15,26,25,rencontre_D2H_2223_479.pdf,25,25,R,0,1,1,1,1,H,0,0,D2,2223,22,15,7,0.313494289354708
SAEDZKE,VILLEURBANNE HANDBALL,BOUGEANT frederic,CAEN HANDBALL,BEDOS roch,J16,27,30,rencontre_D2H_2223_482.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D2,2223,18,32,-14,-0.670307768927842
SAEDZKM,STRASBOURG HANDBALL,MANGIN pierre,VILLEURBANNE HANDBALL,BOUGEANT frederic,J17,29,28,rencontre_D2H_2223_490.pdf,28,28,R,0,1,1,0,0,H,1,0,D2,2223,17,19,-2,-0.0231645383294447
SAEDZKR,SARAN LOIRET HB,COURTIAL fabien,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J17,33,30,rencontre_D2H_2223_495.pdf,32,30,R,1,1,1,1,0,H,0,1,D2,2223,NA,34,NA,NA
SAEDZKT,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,TREMBLAY HANDBALL,HAMANI cherif,J17,25,26,rencontre_D2H_2223_497.pdf,24,25,R,-1,-1,0,1,1,H,0,0,D2,2223,31,42,-11,-1.27404960811946
SAEDZKU,VILLEURBANNE HANDBALL,BOUGEANT frederic,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J18,23,26,rencontre_D2H_2223_498.pdf,22,24,R,-1,-1,0,0,0,H,0,1,D2,2223,20,31,-11,-0.832851498466029
SAEDZKV,BESANCON HANDBALL,GUILLAUME benoit,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J18,36,34,rencontre_D2H_2223_499.pdf,35,32,R,1,1,1,1,0,H,0,1,D2,2223,25,32,-7,-0.555234332310686
SAEDZKY,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,VALENCE HANDBALL,BENKAHLA aziz,J18,28,29,rencontre_D2H_2223_502.pdf,27,29,R,-1,-1,0,0,0,H,0,1,D2,2223,35,27,8,0.48583004077185
SAEDZKZ,FRONTIGNAN THAU HANDBALL,MARCOS asier,CAEN HANDBALL,BEDOS roch,J18,32,31,rencontre_D2H_2223_503.pdf,31,30,R,1,1,1,1,1,H,1,1,D2,2223,42,38,4,0.208212874616507
SAEDZLD,SARAN LOIRET HB,COURTIAL fabien,VILLEURBANNE HANDBALL,BOUGEANT frederic,J19,32,30,rencontre_D2H_2223_507.pdf,31,28,R,1,1,1,1,0,H,0,0,D2,2223,NA,21,NA,NA
SAEDZLE,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J19,29,27,rencontre_D2H_2223_508.pdf,29,27,R,1,1,1,1,1,H,1,0,D2,2223,45,30,15,1.49774184210216
SAEDZLL,VALENCE HANDBALL,BENKAHLA aziz,BESANCON HANDBALL,GUILLAUME benoit,J20,26,29,rencontre_D2H_2223_515.pdf,26,27,R,-1,-1,0,1,0,H,0,0,D2,2223,31,29,2,0.176957356248533
SAEDZLM,CHERBOURG HB,ROURA eduard,DIJON METROPOLE HB,CHADUTEAUD ulrich,J20,25,25,rencontre_D2H_2223_516.pdf,24,25,R,-1,0,1,1,1,H,0,1,D2,2223,33,NA,NA,NA
SAEDZLN,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J20,25,26,rencontre_D2H_2223_517.pdf,25,25,R,0,-1,0,0,0,H,0,0,D2,2223,37,48,-11,-0.80894791427901
SAEDZLO,CAEN HANDBALL,BEDOS roch,STRASBOURG HANDBALL,MANGIN pierre,J20,29,28,rencontre_D2H_2223_518.pdf,28,27,R,1,1,1,0,1,H,0,0,D2,2223,40,22,18,1.39037922766705
SAEDZLQ,TREMBLAY HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J20,32,31,rencontre_D2H_2223_520.pdf,31,31,R,0,1,1,1,1,H,0,0,D2,2223,49,37,12,0.935346025885105
SAEDZLR,VILLEURBANNE HANDBALL,BOUGEANT frederic,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J20,28,27,rencontre_D2H_2223_521.pdf,28,26,R,1,1,1,0,0,H,0,0,D2,2223,22,36,-14,-1.03646451516998
SAEDZLS,BESANCON HANDBALL,GUILLAUME benoit,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J21,36,34,rencontre_D2H_2223_522.pdf,36,33,R,1,1,1,0,0,H,0,0,D2,2223,32,38,-6,-0.474348218990686
SAEDZLU,FRONTIGNAN THAU HANDBALL,MARCOS asier,VILLEURBANNE HANDBALL,BOUGEANT frederic,J21,35,34,rencontre_D2H_2223_524.pdf,34,34,R,0,1,1,0,1,H,0,1,D2,2223,51,25,26,1.9223585716991
SAEDZLW,CAEN HANDBALL,BEDOS roch,TREMBLAY HANDBALL,HAMANI cherif,J21,34,31,rencontre_D2H_2223_526.pdf,33,30,R,1,1,1,1,0,H,0,0,D2,2223,43,52,-9,-0.699039480617853
SAEDZMA,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J22,27,28,rencontre_D2H_2223_530.pdf,26,27,R,-1,-1,0,1,0,H,0,1,D2,2223,39,39,0,0
SAEDZMF,CHERBOURG HB,ROURA eduard,BORDEAUX HANDBALL,PEYRABOUT benoit,J22,28,29,rencontre_D2H_2223_535.pdf,26,28,R,-1,-1,0,1,0,H,0,0,D2,2223,38,42,-4,-0.231236027454291
SAEDZMK,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J23,30,29,rencontre_D2H_2223_540.pdf,29,29,R,0,1,1,0,0,H,1,1,D2,2223,NA,NA,NA,NA
SAEDZML,STRASBOURG HANDBALL,MANGIN pierre,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J23,24,26,rencontre_D2H_2223_541.pdf,22,25,R,-1,-1,0,0,0,H,0,0,D2,2223,25,40,-15,-0.843247824165328
SAEDZMN,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,VALENCE HANDBALL,BENKAHLA aziz,J23,28,27,rencontre_D2H_2223_543.pdf,28,26,R,1,1,1,1,0,H,1,0,D2,2223,42,36,6,0.534056955304708
SAEDZMS,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,FRONTIGNAN THAU HANDBALL,MARCOS asier,J24,32,31,rencontre_D2H_2223_548.pdf,31,29,R,1,1,1,0,0,H,0,0,D2,2223,43,58,-15,-1.05246962316844
SAEDZMW,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,DIJON METROPOLE HB,CHADUTEAUD ulrich,J24,26,24,rencontre_D2H_2223_552.pdf,25,23,R,1,1,1,0,1,H,0,1,D2,2223,58,NA,NA,NA
SAEDZNB,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BORDEAUX HANDBALL,PEYRABOUT benoit,J25,26,26,rencontre_D2H_2223_557.pdf,26,24,R,1,0,0,1,1,H,0,0,D2,2223,46,49,-3,-0.30797365987312
SAEDZNC,NANCY METROPOLE,SYLLA yerime,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J25,28,30,rencontre_D2H_2223_558.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D2,2223,46,61,-15,-1.12923675286811
SAEDZNH,VALENCE HANDBALL,BENKAHLA aziz,VILLEURBANNE HANDBALL,BOUGEANT frederic,J26,32,29,rencontre_D2H_2223_563.pdf,30,29,R,1,1,1,0,1,H,0,0,D2,2223,40,31,9,0.360859451439892
SAEDZNI,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,TREMBLAY HANDBALL,HAMANI cherif,J26,26,30,rencontre_D2H_2223_564.pdf,26,29,R,-1,-1,0,0,1,H,0,0,D2,2223,47,65,-18,-1.41063240108321
SAEDZNJ,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J26,28,29,rencontre_D2H_2223_565.pdf,28,28,R,0,-1,0,0,1,H,0,0,D2,2223,64,48,16,0.820135116908845
SAEDZNP,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J27,35,34,rencontre_D2H_2223_571.pdf,35,32,R,1,1,1,0,0,H,1,0,D2,2223,51,48,3,0.194348868097268
SAEDZNS,CAEN HANDBALL,BEDOS roch,DIJON METROPOLE HB,CHADUTEAUD ulrich,J27,27,26,rencontre_D2H_2223_574.pdf,25,25,R,0,1,1,1,0,H,0,1,D2,2223,53,NA,NA,NA
