code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
RADNRZW,PARIS 92,MESSAOUDI yacine,HANDBALL PLAN DE CUQUES,SPINCER angelique,J24,29,16,rencontre_D1F_2122_340.pdf,10,10,1752,11,10,R,0,1,1,1,0,0,F,0,1,D1,2122
RADNRZY,JDA DIJON HANDBALL,MAZEL christophe,METZ HANDBALL,MAYONNADE emmanuel,J24,22,25,rencontre_D1F_2122_342.pdf,11,8,1756,11,9,R,1,1,-1,1,0,0,F,0,1,D1,2122
RADNRZZ,ES BESANCON FEMININ,MIZOULE sebastien,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J24,23,24,rencontre_D1F_2122_343.pdf,10,12,1726,10,12,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNSAC,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,JDA DIJON HANDBALL,MAZEL christophe,J25,25,23,rencontre_D1F_2122_346.pdf,12,9,1745,12,10,R,1,1,1,1,0,0,F,0,0,D1,2122
RADNSAF,MERIGNAC HANDBALL,CHAGNARD christophe,FLEURY LOIRET HANDBALL,CASSAN christophe,J25,23,27,rencontre_D1F_2122_349.pdf,10,13,1792,11,14,R,-1,-1,-1,0,0,0,F,1,1,D1,2122
RADNSAG,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J25,26,27,rencontre_D1F_2122_350.pdf,12,12,1793,12,13,R,0,-1,-1,0,0,0,F,0,0,D1,2122
RADNSAH,ES BESANCON FEMININ,MIZOULE sebastien,BREST BRETAGNE HANDBALL,MOREL pablo,J26,30,24,rencontre_D1F_2122_351.pdf,14,16,1766,15,16,R,-1,-1,1,0,0,0,F,0,0,D1,2122
RADNSAI,LES NEPTUNES DE NANTES,LANFRANCHI mathieu,TOULON METROPOLE VAR HB,PLANTIN stephane,J26,35,29,rencontre_D1F_2122_352.pdf,18,15,1764,19,15,R,1,1,1,1,0,0,F,0,1,D1,2122
RADNSAJ,PARIS 92,MESSAOUDI yacine,METZ HANDBALL,MAYONNADE emmanuel,J26,20,25,rencontre_D1F_2122_353.pdf,10,13,1780,10,14,R,-1,-1,-1,0,0,0,F,0,0,D1,2122
RADNSAK,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,HANDBALL PLAN DE CUQUES,SPINCER angelique,J26,26,26,rencontre_D1F_2122_354.pdf,10,11,1771,10,11,R,-1,-1,0,0,0,0,F,0,1,D1,2122
RADNSAL,BOURG DE PEAGE DROME HANDBALL,COMTE camille,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J26,28,34,rencontre_D1F_2122_355.pdf,14,13,1793,15,13,R,1,1,-1,1,1,0,F,0,0,D1,2122
RADNSAM,FLEURY LOIRET HANDBALL,CASSAN christophe,CELLES SUR BELLE MELLOIS EN POITOU,VINCENT thierry,J26,31,30,rencontre_D1F_2122_356.pdf,15,16,1793,16,16,R,-1,0,1,1,0,0,F,0,0,D1,2122
RADNURF,NOISY LE GRAND HANDBALL,GHERRAM farid,RENNES METROPOLE HB,MANTES olivier,J1,32,28,rencontre_D2F_1_2122_143.pdf,14,13,1640,14,13,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNURG,ACHENHEIM TRUCHTERSHEIM,FRITSCHMANN frederic,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J1,28,26,rencontre_D2F_1_2122_144.pdf,12,9,1789,13,10,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNURK,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HB OCTEVILLE SUR MER,BOIVIN gautier,J1,31,27,rencontre_D2F_1_2122_148.pdf,14,12,1787,14,12,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNURP,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HBC AULNOYE AYMERIES,PETIT clement,J2,21,28,rencontre_D2F_1_2122_153.pdf,13,10,1783,13,11,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNURR,STELLA SAINT-MAUR HANDBALL,SAMSON remi,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J2,26,30,rencontre_D2F_1_2122_155.pdf,15,12,1741,15,12,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNURV,HBC AULNOYE AYMERIES,PETIT clement,RENNES METROPOLE HB,MANTES olivier,J3,30,23,rencontre_D2F_1_2122_159.pdf,13,14,1782,13,14,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNURW,ACHENHEIM TRUCHTERSHEIM,BASNY jan,HB OCTEVILLE SUR MER,BOIVIN gautier,J3,21,20,rencontre_D2F_1_2122_160.pdf,12,10,1797,12,11,R,1,1,1,1,1,0,F,0,0,D2,2122
RADNURX,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J3,20,28,rencontre_D2F_1_2122_161.pdf,10,12,1779,10,13,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNURY,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J3,21,31,rencontre_D2F_1_2122_162.pdf,8,11,1774,8,11,R,-1,-1,-1,0,0,0,F,0,1,D2,2122
RADNUSA,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J4,33,28,rencontre_D2F_1_2122_164.pdf,16,13,1779,16,14,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUSB,NOISY LE GRAND HANDBALL,GHERRAM farid,HBC AULNOYE AYMERIES,PETIT clement,J4,28,26,rencontre_D2F_1_2122_165.pdf,14,12,1742,14,12,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUSC,HB OCTEVILLE SUR MER,BOIVIN gautier,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J4,23,22,rencontre_D2F_1_2122_166.pdf,11,10,1745,11,11,R,1,0,1,0,0,0,F,0,0,D2,2122
RADNUSD,RENNES METROPOLE HB,MANTES olivier,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J4,19,24,rencontre_D2F_1_2122_167.pdf,10,11,1796,10,12,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUSE,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J4,29,25,rencontre_D2F_1_2122_168.pdf,12,10,1766,12,11,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNUSG,HBC ST AMAND LES EAUX PORTE DU HAINAUT,CARRACEDO felix,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J5,35,23,rencontre_D2F_1_2122_170.pdf,13,11,1753,14,11,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUSI,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,HB OCTEVILLE SUR MER,BOIVIN gautier,J5,31,28,rencontre_D2F_1_2122_172.pdf,16,15,1794,17,16,R,1,1,1,1,1,0,F,1,0,D2,2122
RADNUSJ,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,NOISY LE GRAND HANDBALL,GHERRAM farid,J5,36,33,rencontre_D2F_1_2122_173.pdf,17,15,1776,18,16,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNUSO,HB OCTEVILLE SUR MER,BOIVIN gautier,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J6,23,25,rencontre_D2F_1_2122_178.pdf,11,8,1773,12,9,R,1,1,-1,1,0,0,F,1,0,D2,2122
RADNUSP,AS CANNES-MANDELIEU HANDBALL,PETRESKI tome,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J6,21,31,rencontre_D2F_1_2122_179.pdf,12,10,1798,12,11,R,1,1,-1,1,0,0,F,0,1,D2,2122
RADNUSQ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J6,26,24,rencontre_D2F_1_2122_180.pdf,13,10,1775,13,11,R,1,1,1,1,0,0,F,1,0,D2,2122
RADNUSS,HAVRE ATHLETIC CLUB HB,PELLAN stephane,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J6,24,27,rencontre_D2F_1_2122_182.pdf,9,12,1769,9,12,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUST,RENNES METROPOLE HB,MANTES olivier,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J6,26,27,rencontre_D2F_1_2122_183.pdf,11,13,1788,11,13,R,-1,-1,-1,0,0,0,F,0,1,D2,2122
RADNUSU,HBC ST AMAND LES EAUX PORTE DU HAINAUT,CARRACEDO felix,HB OCTEVILLE SUR MER,BOIVIN gautier,J7,29,24,rencontre_D2F_1_2122_184.pdf,13,10,1767,13,10,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUSV,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HBC AULNOYE AYMERIES,PETIT clement,J7,24,27,rencontre_D2F_1_2122_185.pdf,11,14,1797,11,15,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUSY,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J7,31,25,rencontre_D2F_1_2122_188.pdf,13,12,1790,14,13,R,1,1,1,1,0,0,F,1,1,D2,2122
RADNUTC,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HB OCTEVILLE SUR MER,BOIVIN gautier,J8,26,25,rencontre_D2F_1_2122_192.pdf,10,9,1792,10,10,R,1,0,1,0,0,0,F,0,1,D2,2122
RADNUTD,HBC AULNOYE AYMERIES,PETIT clement,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J8,24,22,rencontre_D2F_1_2122_193.pdf,12,11,1785,14,11,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNUTE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J8,23,23,rencontre_D2F_1_2122_194.pdf,15,13,1596,15,13,R,1,1,0,1,0,0,F,0,0,D2,2122
RADNUTH,NOISY LE GRAND HANDBALL,GHERRAM farid,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J8,32,27,rencontre_D2F_1_2122_197.pdf,12,15,1799,14,15,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNUTI,HBC ST AMAND LES EAUX PORTE DU HAINAUT,CARRACEDO felix,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J9,26,25,rencontre_D2F_1_2122_198.pdf,13,13,1752,14,13,R,0,1,1,1,0,0,F,0,0,D2,2122
RADNUTJ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J9,32,32,rencontre_D2F_1_2122_199.pdf,15,18,1775,16,18,R,-1,-1,0,0,0,0,F,0,0,D2,2122
RADNUTK,HB OCTEVILLE SUR MER,BOIVIN gautier,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J9,25,27,rencontre_D2F_1_2122_200.pdf,12,11,1772,12,12,R,1,0,-1,0,0,0,F,0,0,D2,2122
RADNUTL,ACHENHEIM TRUCHTERSHEIM,BASNY jan,HBC AULNOYE AYMERIES,PETIT clement,J9,25,31,rencontre_D2F_1_2122_201.pdf,11,14,1749,11,15,R,-1,-1,-1,0,0,0,F,1,0,D2,2122
RADNUTP,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,J10,26,27,rencontre_D2F_1_2122_205.pdf,11,13,1795,11,14,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUTQ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J10,22,24,rencontre_D2F_1_2122_206.pdf,13,13,1769,13,14,R,0,-1,-1,0,0,0,F,1,1,D2,2122
RADNUTT,HBC AULNOYE AYMERIES,PETIT clement,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J10,28,31,rencontre_D2F_1_2122_209.pdf,16,17,1798,16,18,R,-1,-1,-1,0,0,0,F,0,1,D2,2122
RADNUTV,AS CANNES-MANDELIEU HANDBALL,PETRESKI tome,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J10,23,29,rencontre_D2F_1_2122_211.pdf,10,12,1775,10,13,R,-1,-1,-1,0,0,0,F,1,0,D2,2122
RADNUTW,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J11,29,35,rencontre_D2F_1_2122_212.pdf,15,17,1725,15,17,R,-1,-1,-1,0,0,0,F,1,0,D2,2122
RADNUTZ,ASUL VAULX EN VELIN,SEUTCHIE ludovic,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J11,23,24,rencontre_D2F_1_2122_215.pdf,12,9,1773,13,9,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUUA,HB OCTEVILLE SUR MER,BOIVIN gautier,NOISY LE GRAND HANDBALL,GHERRAM farid,J11,30,26,rencontre_D2F_1_2122_216.pdf,12,12,1795,13,12,R,0,1,1,1,0,0,F,0,0,D2,2122
RADNUUD,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,J12,33,34,rencontre_D2F_1_2122_219.pdf,18,16,1791,19,17,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUUF,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J12,34,33,rencontre_D2F_1_2122_221.pdf,13,16,1781,13,17,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNUUM,HAVRE ATHLETIC CLUB HB,PELLAN stephane,NOISY LE GRAND HANDBALL,GHERRAM farid,J13,23,24,rencontre_D2F_1_2122_228.pdf,12,14,1765,13,14,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUUN,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J13,27,24,rencontre_D2F_1_2122_229.pdf,14,11,1794,15,11,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNUUP,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J13,24,21,rencontre_D2F_1_2122_231.pdf,11,12,1792,12,12,R,-1,0,1,1,0,1,F,0,0,D2,2122
RADNUUT,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J14,25,31,rencontre_D2F_1_2122_235.pdf,12,15,1799,13,17,R,-1,-1,-1,0,0,0,F,0,1,D2,2122
RADNUUW,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HBC AULNOYE AYMERIES,PETIT clement,J14,21,26,rencontre_D2F_1_2122_238.pdf,7,10,1779,7,10,R,-1,-1,-1,0,0,0,F,1,0,D2,2122
RADNUUX,HB OCTEVILLE SUR MER,BOIVIN gautier,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J14,32,26,rencontre_D2F_1_2122_239.pdf,16,13,1792,16,13,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNUUZ,ASUL VAULX EN VELIN,SEUTCHIE ludovic,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J15,24,23,rencontre_D2F_1_2122_241.pdf,11,11,1766,12,11,R,0,1,1,1,0,0,F,0,0,D2,2122
RADNUVA,AS CANNES-MANDELIEU HANDBALL,PETRESKI tome,RENNES METROPOLE HB,MANTES olivier,J15,24,29,rencontre_D2F_1_2122_242.pdf,11,12,1791,13,12,R,-1,1,-1,1,0,0,F,0,0,D2,2122
RADNUVE,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J15,24,28,rencontre_D2F_1_2122_246.pdf,15,12,1798,16,12,R,1,1,-1,1,0,0,F,1,0,D2,2122
RADNUVH,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J16,23,30,rencontre_D2F_1_2122_249.pdf,10,13,1758,10,13,R,-1,-1,-1,0,0,0,F,0,1,D2,2122
RADNUVN,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J17,23,25,rencontre_D2F_1_2122_255.pdf,9,8,1785,9,8,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUVO,HBC AULNOYE AYMERIES,PETIT clement,NOISY LE GRAND HANDBALL,GHERRAM farid,J17,31,28,rencontre_D2F_1_2122_256.pdf,13,14,1796,14,14,R,-1,0,1,1,0,0,F,0,1,D2,2122
RADNUVP,ASUL VAULX EN VELIN,SEUTCHIE ludovic,HB OCTEVILLE SUR MER,BOIVIN gautier,J17,31,31,rencontre_D2F_1_2122_257.pdf,16,13,1755,17,13,R,1,1,0,1,0,0,F,0,0,D2,2122
RADNUVQ,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,RENNES METROPOLE HB,MANTES olivier,J17,27,24,rencontre_D2F_1_2122_258.pdf,12,11,1790,12,12,R,1,0,1,0,0,0,F,1,1,D2,2122
RADNUVU,AS CANNES-MANDELIEU HANDBALL,PETRESKI tome,HBC AULNOYE AYMERIES,PETIT clement,J18,0,1,rencontre_D2F_1_2122_262.pdf,0,1,217,0,1,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUVX,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J18,24,18,rencontre_D2F_1_2122_265.pdf,8,9,1790,8,10,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNUVY,RENNES METROPOLE HB,MANTES olivier,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J18,24,25,rencontre_D2F_1_2122_266.pdf,12,14,1797,14,14,R,-1,0,-1,1,0,0,F,0,0,D2,2122
RADNUVZ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J18,32,31,rencontre_D2F_1_2122_267.pdf,15,16,1796,17,17,R,-1,0,1,1,0,0,F,0,0,D2,2122
RADNUWB,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,HB OCTEVILLE SUR MER,BOIVIN gautier,J19,33,29,rencontre_D2F_1_2122_269.pdf,14,13,1786,15,14,R,1,1,1,1,1,0,F,1,0,D2,2122
RADNUWF,ASUL VAULX EN VELIN,SEUTCHIE ludovic,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J19,28,31,rencontre_D2F_1_2122_273.pdf,18,16,1773,18,17,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUWI,HBC AULNOYE AYMERIES,PETIT clement,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J20,34,25,rencontre_D2F_1_2122_276.pdf,12,11,1749,13,11,R,1,1,1,1,0,0,F,1,0,D2,2122
RADNUWJ,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J20,28,24,rencontre_D2F_1_2122_277.pdf,10,10,1784,10,11,R,0,-1,1,0,0,0,F,1,0,D2,2122
RADNUWN,RENNES METROPOLE HB,MANTES olivier,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J20,24,24,rencontre_D2F_1_2122_281.pdf,10,13,1770,10,13,R,-1,-1,0,0,0,0,F,0,0,D2,2122
RADNUWR,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J21,26,23,rencontre_D2F_1_2122_285.pdf,14,12,1799,15,12,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUWT,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,RENNES METROPOLE HB,MANTES olivier,J21,22,27,rencontre_D2F_1_2122_287.pdf,9,11,1787,9,11,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUWU,ASUL VAULX EN VELIN,SEUTCHIE ludovic,NOISY LE GRAND HANDBALL,GHERRAM farid,J21,25,23,rencontre_D2F_1_2122_288.pdf,13,14,1785,13,14,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNUWW,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,28,31,rencontre_D2F_1_2122_290.pdf,14,13,1765,15,13,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUWX,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HB OCTEVILLE SUR MER,BOIVIN gautier,J22,33,23,rencontre_D2F_1_2122_291.pdf,15,13,1750,16,13,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUWZ,RENNES METROPOLE HB,MANTES olivier,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J22,26,21,rencontre_D2F_1_2122_293.pdf,10,8,1788,11,9,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUXB,NOISY LE GRAND HANDBALL,GHERRAM farid,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J22,29,24,rencontre_D2F_1_2122_295.pdf,13,15,1764,13,15,R,-1,-1,1,0,0,0,F,0,0,D2,2122
RADNUXD,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J23,25,27,rencontre_D2F_1_2122_297.pdf,11,12,1760,11,13,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUXE,ACHENHEIM TRUCHTERSHEIM,BASNY jan,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J23,22,20,rencontre_D2F_1_2122_298.pdf,11,10,1779,11,11,R,1,0,1,0,0,0,F,0,0,D2,2122
RADNUXH,HANDBALL CLERMONT AUVERGNE METROPOLE 63,SAUVAL florence,NOISY LE GRAND HANDBALL,GHERRAM farid,J23,30,25,rencontre_D2F_1_2122_301.pdf,15,14,1642,15,14,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUXJ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,J24,25,26,rencontre_D2F_1_2122_303.pdf,12,11,1749,12,11,R,1,1,-1,1,1,0,F,0,0,D2,2122
RADNUXK,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J24,29,30,rencontre_D2F_1_2122_304.pdf,16,16,1777,17,16,R,0,1,-1,1,0,0,F,0,0,D2,2122
RADNUXM,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,ASUL VAULX EN VELIN,SEUTCHIE ludovic,J24,29,24,rencontre_D2F_1_2122_306.pdf,14,11,1746,14,11,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUXN,NOISY LE GRAND HANDBALL,GHERRAM farid,HB OCTEVILLE SUR MER,BOIVIN gautier,J24,27,26,rencontre_D2F_1_2122_307.pdf,15,12,1724,15,12,R,1,1,1,1,0,0,F,0,0,D2,2122
RADNUXP,AS CANNES-MANDELIEU HANDBALL,PETRESKI tome,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J24,26,32,rencontre_D2F_1_2122_309.pdf,13,14,1796,14,15,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUXU,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J25,27,29,rencontre_D2F_1_2122_314.pdf,16,13,1799,16,14,R,1,1,-1,1,0,0,F,0,0,D2,2122
RADNUXX,RENNES METROPOLE HB,MANTES olivier,ST AMAND HANDBALL - PORTE DU HAINAUT,CARRACEDO felix,J26,35,43,rencontre_D2F_1_2122_317.pdf,18,20,1799,18,20,R,-1,-1,-1,0,0,0,F,0,0,D2,2122
RADNUYA,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J26,36,24,rencontre_D2F_1_2122_320.pdf,15,12,1789,17,12,R,1,1,1,1,0,0,F,0,1,D2,2122
RADNYBO,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,LIMOGES HAND,HAYATOUNE tarik,J1,31,29,rencontre_D1H_2122_439.pdf,14,12,1717,14,12,R,1,1,1,1,0,0,H,1,0,D1,2122
RADNYBP,CESSON RENNES METROPOLE HB,LERICHE sebastien,HBC NANTAIS,RODRIGUEZ alberto,J1,29,27,rencontre_D1H_2122_440.pdf,13,14,1776,13,15,R,-1,-1,1,0,0,0,H,0,0,D1,2122
RADNYBQ,CHARTRES HANDBALL,SALAET toni,GRAND NANCY METROPOLE HB,BRAUX benjamin,J1,28,27,rencontre_D1H_2122_441.pdf,13,14,1783,13,14,R,-1,-1,1,0,0,1,H,0,0,D1,2122
RADNYBR,US CRETEIL HANDBALL,DELGADO fernando,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J1,34,29,rencontre_D1H_2122_442.pdf,17,14,1774,17,15,R,1,1,1,1,0,0,H,0,0,D1,2122
RADNYBS,MONTPELLIER HANDBALL,CANAYER patrice,SAINT RAPHAEL VHB,FORTUNEANU dan,J1,29,29,rencontre_D1H_2122_443.pdf,13,14,1693,13,14,R,-1,-1,0,0,0,0,H,0,1,D1,2122
RADNYBT,USAM NIMES GARD,BALMOSSIERE yann,SARAN LOIRET HB,COURTIAL fabien,J1,31,26,rencontre_D1H_2122_444.pdf,14,13,1778,14,13,R,1,1,1,1,1,0,H,0,0,D1,2122
RADNYBV,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CHAMBERY SAVOIE HB,MATHE erick,J1,27,30,rencontre_D1H_2122_446.pdf,12,11,1744,12,12,R,1,0,-1,0,0,0,H,1,0,D1,2122
RADNYCC,SAINT RAPHAEL VHB,FORTUNEANU dan,CESSON RENNES METROPOLE HB,LERICHE sebastien,J2,28,21,rencontre_D1H_2122_453.pdf,13,10,1688,13,10,R,1,1,1,1,0,0,H,0,0,D1,2122
RADNYCD,SARAN LOIRET HB,COURTIAL fabien,US CRETEIL HANDBALL,DELGADO fernando,J2,25,28,rencontre_D1H_2122_454.pdf,13,12,1747,13,12,R,1,1,-1,1,0,0,H,0,1,D1,2122
RADNYCE,CESSON RENNES METROPOLE HB,LERICHE sebastien,SARAN LOIRET HB,COURTIAL fabien,J3,31,23,rencontre_D1H_2122_455.pdf,14,12,1797,15,12,R,1,1,1,1,1,1,H,0,0,D1,2122
RADNYCF,CHAMBERY SAVOIE HB,MATHE erick,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J3,30,26,rencontre_D1H_2122_456.pdf,15,13,1769,15,14,R,1,1,1,1,0,0,H,0,0,D1,2122
