code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
SAEDZHW,CHERBOURG HB,ROURA eduard,VILLEURBANNE HANDBALL,ZUZO semir,J8,20,15,rencontre_D2H_2223_422.pdf,18,15,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZIB,STRASBOURG HANDBALL,CHAUDEUR louis,CAEN HANDBALL,BEDOS roch,J9,24,27,rencontre_D2H_2223_427.pdf,24,26,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZIC,FRONTIGNAN HANDBALL,MARCOS asier,SARAN LOIRET HB,COURTIAL fabien,J9,36,35,rencontre_D2H_2223_428.pdf,35,34,R,1,1,1,1,1,H,0,1,D2,2223
SAEDZIG,DIJON METROPOLE HB,CHADUTEAUD ulrich,BORDEAUX HANDBALL,PEYRABOUT benoit,J9,26,29,rencontre_D2H_2223_432.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZII,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,MASSY ESSONNE HB,LEFEBVRE thomas,J10,29,27,rencontre_D2H_2223_434.pdf,29,27,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZIK,CAEN HANDBALL,BEDOS roch,VILLEURBANNE HANDBALL,BOUGEANT frederic,J10,28,27,rencontre_D2H_2223_436.pdf,27,26,R,1,1,1,1,0,H,1,0,D2,2223
SAEDZIL,SARAN LOIRET HB,COURTIAL fabien,STRASBOURG HANDBALL,CHAUDEUR louis,J10,33,29,rencontre_D2H_2223_437.pdf,32,29,R,1,1,1,0,0,H,0,1,D2,2223
SAEDZIN,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,FRONTIGNAN HANDBALL,MARCOS asier,J10,36,34,rencontre_D2H_2223_439.pdf,34,32,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZIP,BORDEAUX HANDBALL,PEYRABOUT benoit,BILLERE HANDBALL,DEHERME daniel,J10,22,23,rencontre_D2H_2223_441.pdf,21,22,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZIZ,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SARAN LOIRET HB,COURTIAL fabien,J12,30,32,rencontre_D2H_2223_451.pdf,29,31,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZJA,CHERBOURG HB,ROURA eduard,FRONTIGNAN HANDBALL,MARCOS asier,J12,26,30,rencontre_D2H_2223_452.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZJD,MASSY ESSONNE HB,LEFEBVRE thomas,BILLERE HANDBALL,DEHERME daniel,J12,31,29,rencontre_D2H_2223_455.pdf,30,29,R,1,1,1,0,1,H,1,0,D2,2223
SAEDZJF,BORDEAUX HANDBALL,PEYRABOUT benoit,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J12,26,25,rencontre_D2H_2223_457.pdf,26,25,R,1,1,1,0,1,H,0,0,D2,2223
SAEDZJG,BILLERE HANDBALL,DEHERME daniel,NANCY METROPOLE HB,SYLLA yerime,J13,25,26,rencontre_D2H_2223_458.pdf,25,25,R,0,-1,0,1,0,H,0,0,D2,2223
SAEDZJK,FRONTIGNAN HANDBALL,MARCOS asier,BESANCON HANDBALL,GUILLAUME benoit,J13,41,37,rencontre_D2H_2223_462.pdf,39,36,R,1,1,1,1,0,H,0,0,D2,2223
SAEDZJL,SARAN LOIRET HB,COURTIAL fabien,BORDEAUX HANDBALL,PEYRABOUT benoit,J13,30,30,rencontre_D2H_2223_463.pdf,30,28,R,1,0,0,1,1,H,0,1,D2,2223
SAEDZJM,STRASBOURG HANDBALL,CHAUDEUR louis,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J13,25,26,rencontre_D2H_2223_464.pdf,25,25,R,0,-1,0,0,1,H,0,0,D2,2223
SAEDZJP,BESANCON HANDBALL,GUILLAUME benoit,VALENCE HANDBALL,BENKAHLA aziz,J14,29,30,rencontre_D2H_2223_467.pdf,29,29,R,0,-1,0,0,1,H,1,0,D2,2223
SAEDZJR,NANCY METROPOLE HB,SYLLA yerime,VILLEURBANNE HANDBALL,BOUGEANT frederic,J14,28,27,rencontre_D2H_2223_469.pdf,28,27,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZJU,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BILLERE HANDBALL,DEHERME daniel,J14,30,31,rencontre_D2H_2223_472.pdf,29,30,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZKB,VALENCE HANDBALL,BENKAHLA aziz,STRASBOURG HANDBALL,CHAUDEUR louis,J15,26,25,rencontre_D2H_2223_479.pdf,25,25,R,0,1,1,1,1,H,0,0,D2,2223
SAEDZKE,VILLEURBANNE HANDBALL,BOUGEANT frederic,CAEN HANDBALL,BEDOS roch,J16,27,30,rencontre_D2H_2223_482.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZKM,STRASBOURG HANDBALL,MANGIN pierre,VILLEURBANNE HANDBALL,BOUGEANT frederic,J17,29,28,rencontre_D2H_2223_490.pdf,28,28,R,0,1,1,0,0,H,1,0,D2,2223
SAEDZKR,SARAN LOIRET HB,COURTIAL fabien,MASSY ESSONNE HB,LEFEBVRE thomas,J17,33,30,rencontre_D2H_2223_495.pdf,32,30,R,1,1,1,1,0,H,0,1,D2,2223
SAEDZKT,BILLERE HANDBALL,DEHERME daniel,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J17,25,26,rencontre_D2H_2223_497.pdf,24,25,R,-1,-1,0,1,1,H,0,0,D2,2223
SAEDZKU,VILLEURBANNE HANDBALL,BOUGEANT frederic,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J18,23,26,rencontre_D2H_2223_498.pdf,22,24,R,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZKV,BESANCON HANDBALL,GUILLAUME benoit,BILLERE HANDBALL,DEHERME daniel,J18,36,34,rencontre_D2H_2223_499.pdf,35,32,R,1,1,1,1,0,H,0,1,D2,2223
SAEDZKY,MASSY ESSONNE HB,LEFEBVRE thomas,VALENCE HANDBALL,BENKAHLA aziz,J18,28,29,rencontre_D2H_2223_502.pdf,27,29,R,-1,-1,0,0,0,H,0,1,D2,2223
SAEDZKZ,FRONTIGNAN HANDBALL,MARCOS asier,CAEN HANDBALL,BEDOS roch,J18,32,31,rencontre_D2H_2223_503.pdf,31,30,R,1,1,1,1,1,H,1,1,D2,2223
SAEDZLD,SARAN LOIRET HB,COURTIAL fabien,VILLEURBANNE HANDBALL,BOUGEANT frederic,J19,32,30,rencontre_D2H_2223_507.pdf,31,28,R,1,1,1,1,0,H,0,0,D2,2223
SAEDZLE,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J19,29,27,rencontre_D2H_2223_508.pdf,29,27,R,1,1,1,1,1,H,1,0,D2,2223
SAEDZLL,VALENCE HANDBALL,BENKAHLA aziz,BESANCON HANDBALL,GUILLAUME benoit,J20,26,29,rencontre_D2H_2223_515.pdf,26,27,R,-1,-1,0,1,0,H,0,0,D2,2223
SAEDZLM,CHERBOURG HB,ROURA eduard,DIJON METROPOLE HB,CHADUTEAUD ulrich,J20,25,25,rencontre_D2H_2223_516.pdf,24,25,R,-1,0,1,1,1,H,0,1,D2,2223
SAEDZLN,MASSY ESSONNE HB,LEFEBVRE thomas,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J20,25,26,rencontre_D2H_2223_517.pdf,25,25,R,0,-1,0,0,0,H,0,0,D2,2223
SAEDZLO,CAEN HANDBALL,BEDOS roch,STRASBOURG HANDBALL,MANGIN pierre,J20,29,28,rencontre_D2H_2223_518.pdf,28,27,R,1,1,1,0,1,H,0,0,D2,2223
SAEDZLQ,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J20,32,31,rencontre_D2H_2223_520.pdf,31,31,R,0,1,1,1,1,H,0,0,D2,2223
SAEDZLR,VILLEURBANNE HANDBALL,BOUGEANT frederic,BILLERE HANDBALL,DEHERME daniel,J20,28,27,rencontre_D2H_2223_521.pdf,28,26,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZLS,BESANCON HANDBALL,GUILLAUME benoit,MASSY ESSONNE HB,LEFEBVRE thomas,J21,36,34,rencontre_D2H_2223_522.pdf,36,33,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZLU,FRONTIGNAN HANDBALL,MARCOS asier,VILLEURBANNE HANDBALL,BOUGEANT frederic,J21,35,34,rencontre_D2H_2223_524.pdf,34,34,R,0,1,1,0,1,H,0,1,D2,2223
SAEDZLW,CAEN HANDBALL,BEDOS roch,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J21,34,31,rencontre_D2H_2223_526.pdf,33,30,R,1,1,1,1,0,H,0,0,D2,2223
SAEDZMA,BILLERE HANDBALL,DEHERME daniel,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J22,27,28,rencontre_D2H_2223_530.pdf,26,27,R,-1,-1,0,1,0,H,0,1,D2,2223
SAEDZMF,CHERBOURG HB,ROURA eduard,BORDEAUX HANDBALL,PEYRABOUT benoit,J22,28,29,rencontre_D2H_2223_535.pdf,26,28,R,-1,-1,0,1,0,H,0,0,D2,2223
SAEDZMK,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J23,30,29,rencontre_D2H_2223_540.pdf,29,29,R,0,1,1,0,0,H,1,1,D2,2223
SAEDZML,STRASBOURG HANDBALL,MANGIN pierre,BILLERE HANDBALL,DEHERME daniel,J23,24,26,rencontre_D2H_2223_541.pdf,22,25,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZMN,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,VALENCE HANDBALL,BENKAHLA aziz,J23,28,27,rencontre_D2H_2223_543.pdf,28,26,R,1,1,1,1,0,H,1,0,D2,2223
SAEDZMS,BILLERE HANDBALL,DEHERME daniel,FRONTIGNAN HANDBALL,MARCOS asier,J24,32,31,rencontre_D2H_2223_548.pdf,31,29,R,1,1,1,0,0,H,0,0,D2,2223
SAEDZMW,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,DIJON METROPOLE HB,CHADUTEAUD ulrich,J24,26,24,rencontre_D2H_2223_552.pdf,25,23,R,1,1,1,0,1,H,0,1,D2,2223
SAEDZNB,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BORDEAUX HANDBALL,PEYRABOUT benoit,J25,26,26,rencontre_D2H_2223_557.pdf,26,24,R,1,0,0,1,1,H,0,0,D2,2223
SAEDZNC,NANCY HANDBALL,SYLLA yerime,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J25,28,30,rencontre_D2H_2223_558.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZNH,VALENCE HANDBALL,BENKAHLA aziz,VILLEURBANNE HANDBALL,BOUGEANT frederic,J26,32,29,rencontre_D2H_2223_563.pdf,30,29,R,1,1,1,0,1,H,0,0,D2,2223
SAEDZNI,MASSY ESSONNE HB,LEFEBVRE thomas,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J26,26,30,rencontre_D2H_2223_564.pdf,26,29,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZNJ,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J26,28,29,rencontre_D2H_2223_565.pdf,28,28,R,0,-1,0,0,1,H,0,0,D2,2223
SAEDZNP,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,MASSY ESSONNE HB,LEFEBVRE thomas,J27,35,34,rencontre_D2H_2223_571.pdf,35,32,R,1,1,1,0,0,H,1,0,D2,2223
SAEDZNS,CAEN HANDBALL,BEDOS roch,DIJON METROPOLE HB,CHADUTEAUD ulrich,J27,27,26,rencontre_D2H_2223_574.pdf,25,25,R,0,1,1,1,0,H,0,1,D2,2223
SAEDZNU,BILLERE HANDBALL,DEHERME daniel,SARAN LOIRET HB,COURTIAL fabien,J27,30,31,rencontre_D2H_2223_576.pdf,29,30,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZNV,VILLEURBANNE HANDBALL,BOUGEANT frederic,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J27,31,32,rencontre_D2H_2223_577.pdf,31,32,R,-1,-1,0,0,1,H,0,1,D2,2223
SAEDZNW,BORDEAUX HANDBALL,PEYRABOUT benoit,CAEN HANDBALL,BEDOS roch,J28,26,25,rencontre_D2H_2223_578.pdf,25,25,R,0,1,1,0,1,H,0,0,D2,2223
SAEDZNX,BESANCON HANDBALL,GUILLAUME benoit,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J28,28,30,rencontre_D2H_2223_579.pdf,27,29,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZNY,MASSY ESSONNE HB,LEFEBVRE thomas,VILLEURBANNE HANDBALL,BOUGEANT frederic,J28,33,35,rencontre_D2H_2223_580.pdf,33,35,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZOA,CHERBOURG HB,ROURA eduard,NANCY HANDBALL,SYLLA yerime,J28,37,34,rencontre_D2H_2223_582.pdf,36,34,R,1,1,1,1,1,H,0,0,D2,2223
SAEDZOB,VALENCE HANDBALL,BENKAHLA aziz,BILLERE HANDBALL,DEHERME daniel,J28,30,31,rencontre_D2H_2223_583.pdf,29,30,R,-1,-1,0,1,0,H,0,0,D2,2223
SAEDZOE,VILLEURBANNE HANDBALL,BOUGEANT frederic,BORDEAUX HANDBALL,PEYRABOUT benoit,J29,29,31,rencontre_D2H_2223_586.pdf,28,31,R,-1,-1,0,0,0,H,0,0,D2,2223
SAEDZOK,CAEN HANDBALL,BEDOS roch,BESANCON HANDBALL,GUILLAUME benoit,J29,30,29,rencontre_D2H_2223_592.pdf,30,28,R,1,1,1,1,0,H,0,0,D2,2223
SAEDZOO,CHERBOURG HB,ROURA eduard,CAEN HANDBALL,BEDOS roch,J30,29,31,rencontre_D2H_2223_596.pdf,29,30,R,-1,-1,0,0,1,H,0,0,D2,2223
SAEDZOS,BESANCON HANDBALL,GUILLAUME benoit,FRONTIGNAN HANDBALL,MARCOS asier,J30,31,31,rencontre_D2H_2223_600.pdf,31,30,R,1,0,0,1,0,H,0,0,D2,2223
SAEDZOT,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,NANCY HANDBALL,SYLLA yerime,J30,32,32,rencontre_D2H_2223_601.pdf,31,32,R,-1,0,1,0,1,H,0,0,D2,2223
SAEEACL,SAINT RAPHAEL VHB,BRAUX benjamin,LIMOGES HAND,RODRIGUEZ alberto,J1,32,30,rencontre_D1H_2223_3952.pdf,32,29,R,1,1,1,0,0,H,1,0,D1,2223
SAEEACO,US IVRY HANDBALL,QUINTALLET sebastien,CESSON RENNES METROPOLE HB,LERICHE sebastien,J1,23,27,rencontre_D1H_2223_3955.pdf,23,26,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEACP,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J1,28,29,rencontre_D1H_2223_3956.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEACS,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,COJEAN gregory,J2,29,30,rencontre_D1H_2223_3959.pdf,29,30,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEACT,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT RAPHAEL VHB,BRAUX benjamin,J2,28,24,rencontre_D1H_2223_3960.pdf,27,24,R,1,1,1,0,0,H,0,0,D1,2223
SAEEACV,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J2,32,36,rencontre_D1H_2223_3962.pdf,32,34,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEACW,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,USAM NIMES GARD,VRANJES ljubomir,J2,32,34,rencontre_D1H_2223_3963.pdf,30,32,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEADD,US CRETEIL HANDBALL,DELGADO fernando,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J3,40,38,rencontre_D1H_2223_3970.pdf,38,36,R,1,1,1,0,0,H,0,0,D1,2223
SAEEADE,ISTRES PROVENCE HANDBALL,DEROT gilles,LIMOGES HAND,RODRIGUEZ alberto,J3,33,34,rencontre_D1H_2223_3971.pdf,31,32,R,-1,-1,0,0,1,H,1,1,D1,2223
SAEEADI,USAM NIMES GARD,VRANJES ljubomir,CHAMBERY SAVOIE HB,MATHE erick,J4,34,37,rencontre_D1H_2223_3975.pdf,33,36,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEADJ,SAINT RAPHAEL VHB,BRAUX benjamin,HBC NANTES,COJEAN gregory,J4,35,38,rencontre_D1H_2223_3976.pdf,35,37,R,-1,-1,0,0,1,H,0,1,D1,2223
SAEEADQ,CHAMBERY SAVOIE HB,MATHE erick,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J5,26,23,rencontre_D1H_2223_3983.pdf,25,23,R,1,1,1,1,0,H,1,1,D1,2223
SAEEADR,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,US IVRY HANDBALL,QUINTALLET sebastien,J5,32,31,rencontre_D1H_2223_3984.pdf,32,31,R,1,1,1,0,0,H,0,0,D1,2223
SAEEADS,US CRETEIL HANDBALL,DELGADO fernando,USAM NIMES GARD,VRANJES ljubomir,J5,27,30,rencontre_D1H_2223_3985.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEADT,LIMOGES HAND 87,RODRIGUEZ alberto,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J5,26,27,rencontre_D1H_2223_3986.pdf,26,27,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEADV,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,CESSON RENNES METROPOLE HB,LERICHE sebastien,J5,22,23,rencontre_D1H_2223_3988.pdf,22,23,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEADY,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J6,26,24,rencontre_D1H_2223_3991.pdf,25,24,R,1,1,1,1,1,H,0,0,D1,2223
SAEEADZ,USAM NIMES GARD,VRANJES ljubomir,ISTRES PROVENCE HANDBALL,DEROT gilles,J6,37,34,rencontre_D1H_2223_3992.pdf,37,34,R,1,1,1,0,0,H,0,0,D1,2223
SAEEAEB,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CHAMBERY SAVOIE HB,MATHE erick,J6,29,28,rencontre_D1H_2223_3994.pdf,29,28,R,1,1,1,1,0,H,0,0,D1,2223
SAEEAEC,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,US CRETEIL HANDBALL,DELGADO fernando,J6,31,32,rencontre_D1H_2223_3995.pdf,31,31,R,0,-1,0,1,1,H,0,1,D1,2223
SAEEAEF,CHAMBERY SAVOIE HB,MATHE erick,SAINT RAPHAEL VHB,BRAUX benjamin,J7,25,24,rencontre_D1H_2223_3998.pdf,25,23,R,1,1,1,0,0,H,1,0,D1,2223
SAEEAEP,SAINT RAPHAEL VHB,BRAUX benjamin,ISTRES PROVENCE HANDBALL,DEROT gilles,J8,33,32,rencontre_D1H_2223_4008.pdf,33,32,R,1,1,1,1,0,H,0,0,D1,2223
SAEEAEQ,CESSON RENNES METROPOLE HB,LERICHE sebastien,LIMOGES HAND,RODRIGUEZ alberto,J8,30,27,rencontre_D1H_2223_4009.pdf,29,26,R,1,1,1,1,0,H,1,0,D1,2223
SAEEAER,C'CHARTRES METROPOLE HANDBALL,SALAET toni,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J8,24,24,rencontre_D1H_2223_4010.pdf,23,24,R,-1,0,1,1,1,H,0,0,D1,2223
SAEEAES,US IVRY HANDBALL,QUINTALLET sebastien,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J8,30,30,rencontre_D1H_2223_4011.pdf,30,29,R,1,0,0,0,0,H,1,1,D1,2223
SAEEAET,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,USAM NIMES GARD,VRANJES ljubomir,J8,25,28,rencontre_D1H_2223_4012.pdf,24,27,R,-1,-1,0,0,0,H,1,0,D1,2223
SAEEAEV,CHAMBERY SAVOIE HB,MATHE erick,MONTPELLIER HANDBALL,CANAYER patrice,J9,30,31,rencontre_D1H_2223_4014.pdf,29,30,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEAEZ,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,SAINT RAPHAEL VHB,BRAUX benjamin,J9,31,29,rencontre_D1H_2223_4018.pdf,30,27,R,1,1,1,0,0,H,1,0,D1,2223
SAEEAFB,ISTRES PROVENCE HANDBALL,DEROT gilles,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J9,32,34,rencontre_D1H_2223_4020.pdf,32,33,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEAFF,SAINT RAPHAEL VHB,BRAUX benjamin,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J10,36,32,rencontre_D1H_2223_4024.pdf,35,32,R,1,1,1,1,1,H,0,0,D1,2223
SAEEAFH,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J10,32,33,rencontre_D1H_2223_4026.pdf,32,32,R,0,-1,0,1,1,H,0,0,D1,2223
SAEEAFM,USAM NIMES GARD,VRANJES ljubomir,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J11,31,33,rencontre_D1H_2223_4031.pdf,31,31,R,0,-1,0,0,0,H,0,0,D1,2223
SAEEAFN,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,HBC NANTES,COJEAN gregory,J11,32,31,rencontre_D1H_2223_4032.pdf,32,31,R,1,1,1,0,0,H,0,0,D1,2223
SAEEAFP,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,CESSON RENNES METROPOLE HB,LERICHE sebastien,J11,32,31,rencontre_D1H_2223_4034.pdf,31,30,R,1,1,1,1,0,H,0,0,D1,2223
SAEEAFU,SAINT RAPHAEL VHB,BRAUX benjamin,US CRETEIL HANDBALL,DELGADO fernando,J12,35,33,rencontre_D1H_2223_4039.pdf,32,31,R,1,1,1,0,0,H,0,1,D1,2223
SAEEAFW,C'CHARTRES METROPOLE HANDBALL,SALAET toni,USAM NIMES GARD,CHAUVET jerome,J12,28,31,rencontre_D1H_2223_4041.pdf,28,30,R,-1,-1,0,0,1,H,1,0,D1,2223
SAEEAFX,LIMOGES HAND 87,RODRIGUEZ alberto,CHAMBERY SAVOIE HB,MATHE erick,J12,24,23,rencontre_D1H_2223_4042.pdf,24,23,R,1,1,1,1,0,H,0,0,D1,2223
SAEEAGB,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,US IVRY HANDBALL,QUINTALLET sebastien,J13,34,34,rencontre_D1H_2223_4046.pdf,34,33,R,1,0,0,0,0,H,0,0,D1,2223
SAEEAGD,USAM NIMES GARD,VRANJES ljubomir,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J13,37,38,rencontre_D1H_2223_4048.pdf,35,38,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEAGG,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,HBC NANTES,COJEAN gregory,J13,29,32,rencontre_D1H_2223_4051.pdf,29,31,R,-1,-1,0,0,0,H,1,1,D1,2223
SAEEAGJ,MONTPELLIER HANDBALL,CANAYER patrice,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J14,31,30,rencontre_D1H_2223_4054.pdf,31,30,R,1,1,1,1,1,H,0,1,D1,2223
SAEEAGK,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CHAMBERY SAVOIE HB,MATHE erick,J14,30,31,rencontre_D1H_2223_4055.pdf,30,31,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEAGL,CESSON RENNES METROPOLE HB,LERICHE sebastien,USAM NIMES GARD,VRANJES ljubomir,J14,22,23,rencontre_D1H_2223_4056.pdf,22,22,R,0,-1,0,1,1,H,0,0,D1,2223
SAEEAGN,LIMOGES HAND 87,RODRIGUEZ alberto,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J14,29,31,rencontre_D1H_2223_4058.pdf,28,30,R,-1,-1,0,0,0,H,0,1,D1,2223
SAEEAGO,ISTRES PROVENCE HANDBALL,DEROT gilles,US CRETEIL HANDBALL,DELGADO fernando,J14,26,26,rencontre_D1H_2223_4059.pdf,25,26,R,-1,0,1,0,1,H,0,0,D1,2223
SAEEAGP,US IVRY HANDBALL,QUINTALLET sebastien,SAINT RAPHAEL VHB,BRAUX benjamin,J14,30,28,rencontre_D1H_2223_4060.pdf,30,27,R,1,1,1,0,0,H,1,0,D1,2223
SAEEAGQ,HBC NANTES,COJEAN gregory,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J15,32,33,rencontre_D1H_2223_4061.pdf,31,32,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEAGR,CHAMBERY SAVOIE HB,MATHE erick,CESSON RENNES METROPOLE HB,LERICHE sebastien,J15,24,24,rencontre_D1H_2223_4062.pdf,23,24,R,-1,0,1,1,1,H,0,0,D1,2223
SAEEAGS,USAM NIMES GARD,VRANJES ljubomir,LIMOGES HAND,RODRIGUEZ alberto,J15,34,29,rencontre_D1H_2223_4063.pdf,32,29,R,1,1,1,0,0,H,0,0,D1,2223
SAEEAGU,SAINT RAPHAEL VHB,BRAUX benjamin,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J15,31,34,rencontre_D1H_2223_4065.pdf,31,34,R,-1,-1,0,0,0,H,0,0,D1,2223
SAEEAGW,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,ISTRES PROVENCE HANDBALL,DEROT gilles,J15,30,30,rencontre_D1H_2223_4067.pdf,30,29,R,1,0,0,0,0,H,1,1,D1,2223
SAEEAHB,CESSON RENNES METROPOLE HB,LERICHE sebastien,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J16,28,29,rencontre_D1H_2223_4072.pdf,28,27,R,1,-1,0,1,0,H,0,0,D1,2223
SAEEAHE,ISTRES PROVENCE HANDBALL,DEROT gilles,SAINT RAPHAEL VHB,BRAUX benjamin,J16,28,26,rencontre_D1H_2223_4075.pdf,27,25,R,1,1,1,0,0,H,0,0,D1,2223
SAEEAHF,US IVRY HANDBALL,DINART didier,CHAMBERY SAVOIE HB,MATHE erick,J16,33,35,rencontre_D1H_2223_4076.pdf,31,34,R,-1,-1,0,0,0,H,0,1,D1,2223
SAEEAHI,USAM NIMES GARD,VRANJES ljubomir,MONTPELLIER HANDBALL,CANAYER patrice,J17,28,29,rencontre_D1H_2223_4079.pdf,27,28,R,-1,-1,0,0,1,H,0,0,D1,2223
SAEEAHJ,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PAYS AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J17,29,25,rencontre_D1H_2223_4080.pdf,27,25,R,1,1,1,0,1,H,1,0,D1,2223
