"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"508","TAEUAKI","PARIS","MESSAOUDI yacine","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",33,29,"rencontre_D1F_2324_635.pdf","J16",31,28,"R",1,1,1,0,0,"F",0,0,"D1",2324,"paris 92","toulon metropole var handball",37,23,14,1.79059019479205
"509","TAEUAKL","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",25,27,"rencontre_D1F_2324_638.pdf","J16",25,25,"R",0,-1,0,0,1,"F",0,0,"D1",2324,"st amand handball -  porte du hainaut","stella saint-maur handball",22,17,5,0.714856932709019
"510","TAEUAKQ","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_643.pdf","J17",27,28,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"toulon metropole var handball","ogc nice cote d'azur handball",24,25,-1,-0.00229857534633126
"511","TAEUAKY","PARIS","MESSAOUDI yacine","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,26,"rencontre_D1F_2324_651.pdf","J18",26,26,"R",0,1,1,1,0,"F",0,0,"D1",2324,"paris 92","st amand handball -  porte du hainaut",41,26,15,1.91011611280127
"512","TAEUALB","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","PARIS","MESSAOUDI yacine",24,26,"rencontre_D1F_2324_654.pdf","J19",24,25,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"chambray touraine handball","paris 92",41,44,-3,-0.241350411364781
"513","TAEUALC","JDA BOURGOGNE DIJON HANDBALL","FAVIER anthony","METZ HANDBALL","MAYONNADE emmanuel",31,34,"rencontre_D1F_2324_655.pdf","J19",30,33,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"jda bourgogne dijon handball","metz handball",36,52,-16,-1.79518734548471
"514","TAEUALD","HANDBALL PLAN DE CUQUES","SPINCER angelique","ES BESANCON FEMININ","MIZOULE sebastien",30,27,"rencontre_D1F_2324_656.pdf","J19",28,27,"R",1,1,1,0,1,"F",0,0,"D1",2324,"handball plan de cuques","es besancon feminin",37,34,3,0.475805096690569
"515","TAEUALF","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","MERIGNAC HANDBALL","CHAGNARD christophe",27,28,"rencontre_D1F_2324_658.pdf","J19",26,27,"R",-1,-1,0,1,0,"F",0,1,"D1",2324,"toulon metropole var handball","merignac handball",26,27,-1,-0.00229857534633126
"516","TAEUALG","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_659.pdf","J19",27,29,"R",-1,-1,0,0,0,"F",1,0,"D1",2324,"stella saint-maur handball","ogc nice cote d'azur handball",23,31,-8,-0.838980001410907
"517","TAEUALH","METZ HANDBALL","MAYONNADE emmanuel","LES NEPTUNES DE NANTES","THOMSEN helle",33,30,"rencontre_D1F_2324_660.pdf","J20",32,30,"R",1,1,1,0,0,"F",0,0,"D1",2324,"metz handball","les neptunes de nantes",55,49,6,0.834382850718245
"518","TAEUALK","MERIGNAC HANDBALL","CHAGNARD christophe","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",28,29,"rencontre_D1F_2324_663.pdf","J20",28,29,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"merignac handball","stella saint-maur handball",30,24,6,0.834382850718245
"519","TAEUALL","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",26,29,"rencontre_D1F_2324_664.pdf","J20",25,28,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"ogc nice cote d'azur handball","chambray touraine handball",34,42,-8,-0.838980001410907
"520","TAEUALO","LES NEPTUNES DE NANTES","THOMSEN helle","PARIS","MESSAOUDI yacine",30,32,"rencontre_D1F_2324_667.pdf","J21",29,30,"R",-1,-1,0,1,0,"F",0,0,"D1",2324,"les neptunes de nantes","paris 92",50,50,0,0.117227342662894
"521","TAEUAMI","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","MERIGNAC HANDBALL","CHAGNARD christophe",24,23,"rencontre_D1F_2324_687.pdf","J23",23,22,"R",1,1,1,1,0,"F",0,0,"D1",2324,"strasbourg achenheim truchtersheim handball","merignac handball",31,33,-2,-0.121824493355556
"522","TAEUAMO","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","ES BESANCON FEMININ","MIZOULE sebastien",27,28,"rencontre_D1F_2324_693.pdf","J24",27,28,"R",-1,-1,0,0,0,"F",1,0,"D1",2324,"st amand handball -  porte du hainaut","es besancon feminin",34,45,-11,-1.19755775543858
"523","TAEUAMQ","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","BREST BRETAGNE HANDBALL","MOREL pablo",28,33,"rencontre_D1F_2324_695.pdf","J25",28,31,"R",-1,-1,0,0,0,"F",1,0,"D1",2324,"chambray touraine handball","brest bretagne handball",54,70,-16,-1.79518734548471
"524","TAEUAMW","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,25,"rencontre_D1F_2324_701.pdf","J25",27,24,"R",1,1,1,0,0,"F",0,0,"D1",2324,"strasbourg achenheim truchtersheim handball","st amand handball -  porte du hainaut",35,35,0,0.117227342662894
"525","TAEUANB","MERIGNAC HANDBALL","CHAGNARD christophe","PARIS","MESSAOUDI yacine",33,29,"rencontre_D1F_2324_706.pdf","J26",31,29,"R",1,1,1,0,0,"F",1,0,"D1",2324,"merignac handball","paris 92",37,61,-24,-2.75139468955851
"526","TAEUKOL","LES NEPTUNES DE NANTES","THOMSEN helle","BREST BRETAGNE HANDBALL","MOREL pablo",23,27,"rencontre_D1F_2324_551.pdf","J4",23,26,"R",-1,-1,0,0,0,"F",0,0,"D1",2324,"les neptunes de nantes","brest bretagne handball",9,9,0,0.117227342662894
"527","TAEUQKN","CESSON RENNES METROPOLE HB","LERICHE sebastien","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,28,"rencontre_D1H_2324_488.pdf","J7",27,27,"R",0,-1,0,1,1,"H",0,0,"D1",2324,"cesson rennes metropole hb","c'chartres metropole handball",8,10,-2,-0.121824493355556
"528","TAEUTEG","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",27,26,"rencontre_D2F_1_2324_222.pdf","J1",26,26,"R",0,1,1,1,0,"F",1,0,"D2",2324,"noisy-le-grand handball","lomme lille metropole hb",0,0,0,0.117227342662894
"529","TAEUTEI","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,25,"rencontre_D2F_1_2324_224.pdf","J1",25,25,"R",0,1,1,0,1,"F",0,1,"D2",2324,"celles sur belle mellois en poitou","havre athletic club hb",0,0,0,0.117227342662894
"530","TAEUTEM","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",28,26,"rencontre_D2F_1_2324_228.pdf","J2",28,25,"R",1,1,1,1,0,"F",1,0,"D2",2324,"sambre avesnois handball","handball clermont auvergne metropole 63",3,3,0,0.117227342662894
"531","TAEUTEQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","NOISY-LE-GRAND HANDBALL","GHERRAM farid",27,29,"rencontre_D2F_1_2324_232.pdf","J2",27,29,"R",-1,-1,0,0,1,"F",0,0,"D2",2324,"bouillargues handball nimes metropole","noisy-le-grand handball",1,3,-2,-0.121824493355556
"532","TAEUTER","ASUL VAULX EN VELIN","MODENEL sebastien","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,26,"rencontre_D2F_1_2324_233.pdf","J2",24,25,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"asul vaulx en velin","celles sur belle mellois en poitou",1,3,-2,-0.121824493355556
"533","TAEUTET","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,30,"rencontre_D2F_1_2324_235.pdf","J3",26,29,"R",-1,-1,0,0,1,"F",0,1,"D2",2324,"celles sur belle mellois en poitou","bouillargues handball nimes metropole",6,2,4,0.595331014699794
"534","TAEUTEY","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,33,"rencontre_D2F_1_2324_240.pdf","J3",33,32,"R",1,1,1,0,1,"F",0,0,"D2",2324,"handball clermont auvergne metropole 63","stade pessacais union club handball",4,4,0,0.117227342662894
"535","TAEUTFB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_243.pdf","J4",29,29,"R",0,1,1,0,0,"F",0,1,"D2",2324,"bouillargues handball nimes metropole","lomme lille metropole hb",5,2,3,0.475805096690569
"536","TAEUTFC","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",26,28,"rencontre_D2F_1_2324_244.pdf","J4",25,27,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"toulouse feminin handball","handball clermont auvergne metropole 63",5,7,-2,-0.121824493355556
"537","TAEUTFK","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","VEDEL fabien",26,26,"rencontre_D2F_1_2324_252.pdf","J5",25,26,"R",-1,0,1,0,1,"F",0,0,"D2",2324,"havre athletic club hb","toulouse feminin handball",8,6,2,0.356279178681344
"538","TAEUTFL","LOMME LILLE METROPOLE HB","WORM laurent","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,29,"rencontre_D2F_1_2324_253.pdf","J5",26,28,"R",-1,-1,0,0,1,"F",1,0,"D2",2324,"lomme lille metropole hb","club athletique beglais",3,7,-4,-0.360876329374007
"539","TAEUTFM","LE POUZIN HB","KIEFFER sylvain","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",20,20,"rencontre_D2F_1_2324_254.pdf","J5",19,20,"R",-1,0,1,0,0,"F",0,0,"D2",2324,"le pouzin hb 07","bouillargues handball nimes metropole",5,8,-3,-0.241350411364781
"540","TAEUTFP","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LE POUZIN HB","KIEFFER sylvain",25,22,"rencontre_D2F_1_2324_257.pdf","J6",24,21,"R",1,1,1,0,0,"F",0,0,"D2",2324,"club athletique beglais","le pouzin hb 07",10,7,3,0.475805096690569
"541","TAEUTFV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",25,23,"rencontre_D2F_1_2324_263.pdf","J7",25,22,"R",1,1,1,0,0,"F",0,0,"D2",2324,"noisy-le-grand handball","celles sur belle mellois en poitou",13,11,2,0.356279178681344
"542","TAEUTFW","ASUL VAULX EN VELIN","MODENEL sebastien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2324_264.pdf","J7",23,22,"R",1,1,1,0,0,"F",0,0,"D2",2324,"asul vaulx en velin","saint gregoire rennes metropole hb",5,12,-7,-0.719454083401682
"543","TAEUTGG","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",32,31,"rencontre_D2F_1_2324_274.pdf","J8",31,31,"R",0,1,1,1,1,"F",1,0,"D2",2324,"club athletique beglais","havre athletic club hb",16,12,4,0.595331014699794
"544","TAEUTGH","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","LOMME LILLE METROPOLE HB","WORM laurent",26,23,"rencontre_D2F_1_2324_275.pdf","J8",25,22,"R",1,1,1,0,0,"F",0,0,"D2",2324,"celles sur belle mellois en poitou","lomme lille metropole hb",12,6,6,0.834382850718245
"545","TAEUTGL","TOULOUSE FEMININ HANDBALL","VEDEL fabien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",24,25,"rencontre_D2F_1_2324_279.pdf","J9",24,25,"R",-1,-1,0,1,0,"F",0,0,"D2",2324,"toulouse feminin handball","club athletique beglais",10,19,-9,-0.958505919420132
"546","TAEUTGP","LE POUZIN HB","KIEFFER sylvain","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",16,19,"rencontre_D2F_1_2324_283.pdf","J9",16,19,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"le pouzin hb 07","handball clermont auvergne metropole 63",11,18,-7,-0.719454083401682
"547","TAEUTGR","ASUL VAULX EN VELIN","MODENEL sebastien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,23,"rencontre_D2F_1_2324_285.pdf","J10",26,23,"R",1,1,1,0,0,"F",0,1,"D2",2324,"asul vaulx en velin","toulouse feminin handball",11,11,0,0.117227342662894
"548","TAEUTGT","HAVRE ATHLETIC CLUB HB","PELLAN stephane","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_287.pdf","J10",29,26,"R",1,1,1,1,0,"F",1,0,"D2",2324,"havre athletic club hb","lomme lille metropole hb",14,8,6,0.834382850718245
"549","TAEUTGV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LE POUZIN HB","KIEFFER sylvain",22,20,"rencontre_D2F_1_2324_289.pdf","J10",22,20,"R",1,1,1,1,0,"F",0,0,"D2",2324,"noisy-le-grand handball","le pouzin hb 07",22,12,10,1.31248652275514
"550","TAEUTGZ","LOMME LILLE METROPOLE HB","WORM laurent","ASUL VAULX EN VELIN","MODENEL sebastien",29,26,"rencontre_D2F_1_2324_293.pdf","J11",29,26,"R",1,1,1,0,0,"F",0,0,"D2",2324,"lomme lille metropole hb","asul vaulx en velin",9,14,-5,-0.480402247383232
"551","TAEUTHB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HAVRE ATHLETIC CLUB HB","PELLAN stephane",25,27,"rencontre_D2F_1_2324_295.pdf","J11",24,26,"R",-1,-1,0,0,0,"F",0,1,"D2",2324,"bouillargues handball nimes metropole","havre athletic club hb",19,17,2,0.356279178681344
"552","TAEUTHF","HAVRE ATHLETIC CLUB HB","PELLAN stephane","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,26,"rencontre_D2F_1_2324_299.pdf","J12",26,25,"R",1,1,1,0,0,"F",0,0,"D2",2324,"havre athletic club hb","handball clermont auvergne metropole 63",20,25,-5,-0.480402247383232
"553","TAEUTHG","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LOMME LILLE METROPOLE HB","WORM laurent",33,33,"rencontre_D2F_1_2324_300.pdf","J12",33,32,"R",1,0,0,1,1,"F",0,0,"D2",2324,"toulouse feminin handball","lomme lille metropole hb",13,12,1,0.236753260672119
"554","TAEUTHK","ASUL VAULX EN VELIN","MODENEL sebastien","NOISY-LE-GRAND HANDBALL","GHERRAM farid",28,27,"rencontre_D2F_1_2324_304.pdf","J12",27,27,"R",0,1,1,1,1,"F",0,0,"D2",2324,"asul vaulx en velin","noisy-le-grand handball",15,25,-10,-1.07803183742936
"555","TAEUTHM","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,33,"rencontre_D2F_1_2324_306.pdf","J13",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"noisy-le-grand handball","club athletique beglais",26,25,1,0.236753260672119
"556","TAEUTHN","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves","ASUL VAULX EN VELIN","MODENEL sebastien",29,28,"rencontre_D2F_1_2324_307.pdf","J13",29,27,"R",1,1,1,0,0,"F",0,0,"D2",2324,"handball clermont auvergne metropole 63","asul vaulx en velin",26,18,8,1.07343468673669
"557","TAEUTHP","LOMME LILLE METROPOLE HB","WORM laurent","LE POUZIN HB","KIEFFER sylvain",29,28,"rencontre_D2F_1_2324_309.pdf","J13",29,28,"R",1,1,1,0,0,"F",0,0,"D2",2324,"lomme lille metropole hb","le pouzin hb 07",14,15,-1,-0.00229857534633126
"558","TAEUTHQ","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",31,31,"rencontre_D2F_1_2324_310.pdf","J13",30,31,"R",-1,0,1,0,1,"F",0,0,"D2",2324,"stade pessacais union club handball","bouillargues handball nimes metropole",29,20,9,1.19296060474592
"559","TAEUTHS","LE POUZIN HB","KIEFFER sylvain","HAVRE ATHLETIC CLUB HB","PELLAN stephane",28,27,"rencontre_D2F_1_2324_312.pdf","J14",28,26,"R",1,1,1,1,0,"F",0,0,"D2",2324,"le pouzin hb 07","havre athletic club hb",16,23,-7,-0.719454083401682
"560","TAEUTHV","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves",16,19,"rencontre_D2F_1_2324_315.pdf","J14",16,18,"R",-1,-1,0,0,1,"F",0,1,"D2",2324,"saint gregoire rennes metropole hb","handball clermont auvergne metropole 63",20,29,-9,-0.958505919420132
"561","TAEUTIA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LE POUZIN HB","KIEFFER sylvain",28,27,"rencontre_D2F_1_2324_320.pdf","J15",28,27,"R",1,1,1,0,0,"F",0,0,"D2",2324,"toulouse feminin handball","le pouzin hb 07",17,19,-2,-0.121824493355556
"562","TAEUTIL","LE POUZIN HB","KIEFFER sylvain","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",29,29,"rencontre_D2F_1_2324_331.pdf","J16",27,29,"R",-1,0,1,1,1,"F",0,0,"D2",2324,"le pouzin hb 07","club athletique beglais",20,29,-9,-0.958505919420132
"563","TAEUTIM","ASUL VAULX EN VELIN","MODENEL sebastien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,26,"rencontre_D2F_1_2324_332.pdf","J16",27,26,"R",1,1,1,1,0,"F",1,0,"D2",2324,"asul vaulx en velin","havre athletic club hb",21,27,-6,-0.599928165392457
"564","TAEUTIV","ASUL VAULX EN VELIN","MODENEL sebastien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",32,29,"rencontre_D2F_1_2324_341.pdf","J18",30,28,"R",1,1,1,0,0,"F",0,0,"D2",2324,"asul vaulx en velin","club athletique beglais",25,33,-8,-0.838980001410907
"565","TAEUTIX","LOMME LILLE METROPOLE HB","WORM laurent","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,28,"rencontre_D2F_1_2324_343.pdf","J18",27,27,"R",0,-1,0,1,0,"F",1,0,"D2",2324,"lomme lille metropole hb","toulouse feminin handball",25,22,3,0.475805096690569
"566","TAEUTIY","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",28,29,"rencontre_D2F_1_2324_344.pdf","J18",28,29,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"bouillargues handball nimes mediterranee","saint gregoire rennes metropole hb",29,26,3,0.475805096690569
"567","TAEUTJA","NOISY-LE-GRAND HANDBALL","GHERRAM farid","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",30,31,"rencontre_D2F_1_2324_346.pdf","J18",30,31,"R",-1,-1,0,0,0,"F",0,1,"D2",2324,"noisy-le-grand handball","handball clermont auvergne metropole 63",34,38,-4,-0.360876329374007
"568","TAEUTJC","HAVRE ATHLETIC CLUB HB","PELLAN stephane","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",37,41,"rencontre_D2F_1_2324_348.pdf","J19",37,39,"R",-1,-1,0,0,1,"F",0,0,"D2",2324,"havre athletic club hb","bouillargues handball nimes mediterranee",30,30,0,0.117227342662894
"569","TAEUTJF","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","LOMME LILLE METROPOLE HB","WORM laurent",25,23,"rencontre_D2F_1_2324_351.pdf","J19",24,22,"R",1,1,1,0,0,"F",1,1,"D2",2324,"saint gregoire rennes metropole hb","lomme lille metropole hb",29,26,3,0.475805096690569
"570","TAEUTJQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,35,"rencontre_D2F_1_2324_362.pdf","J21",33,34,"R",-1,-1,0,1,1,"F",0,0,"D2",2324,"bouillargues handball nimes mediterranee","stade pessacais union club handball",33,47,-14,-1.55613550946626
"571","TAEUTJU","LE POUZIN HB","KIEFFER sylvain","LOMME LILLE METROPOLE HB","WORM laurent",30,28,"rencontre_D2F_1_2324_366.pdf","J21",30,28,"R",1,1,1,0,1,"F",0,0,"D2",2324,"le pouzin hb 07","lomme lille metropole hb",25,28,-3,-0.241350411364781
"572","TAEUTKB","LOMME LILLE METROPOLE HB","WORM laurent","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",29,25,"rencontre_D2F_1_2324_373.pdf","J22",28,25,"R",1,1,1,0,0,"F",0,0,"D2",2324,"lomme lille metropole hb","bouillargues handball nimes mediterranee",29,34,-5,-0.480402247383232
"573","TAEUTKG","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LE POUZIN HB","KIEFFER sylvain",22,24,"rencontre_D2F_1_2324_378.pdf","J23",22,23,"R",-1,-1,0,1,1,"F",0,0,"D2",2324,"bouillargues handball nimes mediterranee","le pouzin hb 07",35,29,6,0.834382850718245
"574","TAEUTKH","HAVRE ATHLETIC CLUB HB","PELLAN stephane","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,24,"rencontre_D2F_1_2324_379.pdf","J23",22,24,"R",-1,0,1,0,0,"F",0,1,"D2",2324,"havre athletic club hb","celles sur belle mellois en poitou",38,51,-13,-1.43660959145703
"575","TAEUTKI","ASUL VAULX EN VELIN","MODENEL sebastien","LOMME LILLE METROPOLE HB","WORM laurent",26,27,"rencontre_D2F_1_2324_380.pdf","J23",26,27,"R",-1,-1,0,0,0,"F",0,0,"D2",2324,"asul vaulx en velin","lomme lille metropole hb",33,32,1,0.236753260672119
"576","TAEUTKK","LOMME LILLE METROPOLE HB","WORM laurent","NOISY-LE-GRAND HANDBALL","GHERRAM farid",24,25,"rencontre_D2F_1_2324_382.pdf","J24",24,25,"R",-1,-1,0,0,1,"F",0,0,"D2",2324,"lomme lille metropole hb","noisy-le-grand handball",35,44,-9,-0.958505919420132
"577","TAEUTKN","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",22,22,"rencontre_D2F_1_2324_385.pdf","J24",22,21,"R",1,0,0,1,0,"F",0,0,"D2",2324,"club athletique beglais","handball clermont auvergne metropole 63",45,49,-4,-0.360876329374007
"578","TAEUTKQ","LE POUZIN HB","KIEFFER sylvain","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",21,21,"rencontre_D2F_1_2324_388.pdf","J24",21,19,"R",1,0,0,0,0,"F",1,1,"D2",2324,"le pouzin hb 07","saint gregoire rennes metropole hb",32,40,-8,-0.838980001410907
"579","TAEUTKV","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",35,33,"rencontre_D2F_1_2324_393.pdf","J25",34,31,"R",1,1,1,1,0,"F",0,0,"D2",2324,"club athletique beglais","toulouse feminin handball",47,32,15,1.91011611280127
"580","TAEUTKY","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",23,22,"rencontre_D2F_1_2324_396.pdf","J26",23,21,"R",1,1,1,0,0,"F",0,0,"D2",2324,"bouillargues handball nimes mediterranee","handball clermont auvergne metropole 63",40,53,-13,-1.43660959145703
"581","TAEUTLA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","ASUL VAULX EN VELIN","MODENEL sebastien",26,26,"rencontre_D2F_1_2324_398.pdf","J26",25,26,"R",-1,0,1,0,0,"F",0,1,"D2",2324,"toulouse feminin handball","asul vaulx en velin",33,36,-3,-0.241350411364781
"582","TAEUTLD","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",29,31,"rencontre_D2F_1_2324_401.pdf","J26",28,31,"R",-1,-1,0,0,1,"F",0,0,"D2",2324,"stade pessacais union club handball","club athletique beglais",59,50,9,1.19296060474592
"583","TAEUTLE","LE POUZIN HB","KIEFFER sylvain","NOISY-LE-GRAND HANDBALL","GHERRAM farid",23,24,"rencontre_D2F_1_2324_402.pdf","J26",21,24,"R",-1,-1,0,0,1,"F",0,0,"D2",2324,"le pouzin hb 07","noisy-le-grand handball",36,50,-14,-1.55613550946626
"584","TAEUUNK","VALENCE HANDBALL","BENKAHLA aziz","CAEN HANDBALL","BEDOS roch",32,30,"rencontre_D2H_2324_526.pdf","J5",32,30,"R",1,1,1,1,1,"H",0,1,"D2",2324,"valence handball","caen handball",8,7,1,0.236753260672119
"585","TAEUWZV","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan",27,28,"rencontre_D1F_2324_592.pdf","J10",27,28,"R",-1,-1,0,1,0,"F",0,0,"D1",2324,"st amand handball -  porte du hainaut","strasbourg achenheim truchtersheim handball",15,11,4,0.595331014699794
"586","TAEVKAO","PARIS","MESSAOUDI yacine","LES NEPTUNES DE NANTES","THOMSEN helle",26,27,"rencontre_D1F_2324_581.pdf","J8",25,27,"R",-1,-1,0,1,0,"F",0,0,"D1",2324,"paris 92","les neptunes de nantes",17,17,0,0.117227342662894
"587","TAEVVSA","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","HANDBALL PLAN DE CUQUES","SPINCER angelique",22,23,"rencontre_D1F_2324_585.pdf","J9",21,22,"R",-1,-1,0,1,1,"F",1,0,"D1",2324,"chambray touraine handball","handball plan de cuques",18,16,2,0.356279178681344
"588","TAEVVSB","ES BESANCON FEMININ","MIZOULE sebastien","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",23,25,"rencontre_D1F_2324_590.pdf","J10",23,25,"R",-1,-1,0,0,1,"F",0,0,"D1",2324,"es besancon feminin","chambray touraine handball",18,19,-1,-0.00229857534633126
"589","TAEVWBL","CESSON RENNES METROPOLE HB","LERICHE sebastien","SARAN LOIRET HB","COURTIAL fabien",15,16,"rencontre_D1H_2324_441.pdf","J1",13,14,"R",-1,-1,0,0,0,"H",1,1,"D1",2324,"cesson rennes metropole hb","saran loiret hb",0,0,0,0.117227342662894
"590","TAEWKJG","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SAINT-RAPHAEL VHB","BRAUX benjamin",34,29,"rencontre_D1H_2324_503.pdf","J8",32,29,"R",1,1,1,1,0,"H",0,1,"D1",2324,"fenix toulouse handball","saint-raphael vhb",19,17,2,0.356279178681344
