"","club","division","saison","HF","match_joue","total_point","journee","points"
"353","ELITE VAL-D'OISE","N1","2122","H",22,43,"J20",38
"354","ELITE VAL-D'OISE","N1","2122","H",22,43,"J21",39
"355","ELITE VAL-D'OISE","N1","2122","H",22,43,"J22",42
"356","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J1",0
"357","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J2",3
"358","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J3",6
"359","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J4",8
"360","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J5",9
"361","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J6",12
"362","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J7",15
"363","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J8",18
"364","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J9",21
"365","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J10",24
"366","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J11",26
"367","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J12",28
"368","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J13",29
"369","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J14",32
"370","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J15",33
"371","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J16",36
"372","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J17",39
"373","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J18",42
"374","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J19",43
"375","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J20",46
"376","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J21",49
"377","FRONTIGNAN THAU HANDBALL","N1","2122","H",22,53,"J22",50
"378","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J1",0
"379","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J2",3
"380","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J3",4
"381","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J4",5
"382","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J5",8
"383","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J6",10
"384","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J7",11
"385","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J8",12
"386","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J9",15
"387","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J10",18
"388","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J11",19
"389","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J12",22
"390","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J13",23
"391","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J14",24
"392","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J15",25
"393","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J16",28
"394","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J17",29
"395","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J18",30
"396","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J19",33
"397","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J20",36
"398","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J21",39
"399","GONFREVILLE HANDBALL","N1","2122","H",22,43,"J22",40
"400","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J1",0
"401","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J2",3
"402","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J3",4
"403","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J4",5
"404","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J5",6
"405","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J6",7
"406","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J7",8
"407","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J8",9
"408","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J9",10
"409","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J10",13
"410","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J11",16
"411","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J12",17
"412","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J13",20
"413","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J14",23
"414","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J15",24
"415","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J16",25
"416","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J17",26
"417","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J18",27
"418","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J19",30
"419","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J20",31
"420","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J21",32
"421","GRAND POITIERS HANDBALL","N1","2122","H",22,34,"J22",33
"422","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J1",0
"423","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J2",3
"424","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J3",6
"425","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J4",7
"426","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J5",10
"427","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J6",12
"428","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J7",13
"429","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J8",14
"430","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J9",17
"431","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J10",20
"432","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J11",22
"433","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J12",25
"434","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J13",26
"435","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J14",27
"436","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J15",28
"437","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J16",29
"438","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J17",30
"439","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J18",31
"440","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J19",32
"441","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J20",33
"442","HAND BALL CLUB GIEN LOIRET","N1","2122","H",21,40,"J21",36
"443","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J1",0
"444","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J2",1
"445","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J3",2
"446","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J4",4
"447","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J5",7
"448","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J6",8
"449","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J7",9
"450","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J8",12
"451","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J9",15
"452","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J10",16
"453","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J11",17
"454","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J12",19
"455","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J13",22
"456","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J14",23
"457","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J15",26
"458","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J16",27
"459","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J17",30
"460","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J18",31
"461","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J19",32
"462","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J20",35
"463","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J21",36
"464","HANDBALL CLUB COURNON D'AUVERGNE","N1","2122","H",22,41,"J22",39
"465","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J1",0
"466","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J2",1
"467","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J3",4
"468","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J4",6
"469","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J5",7
"470","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J6",9
"471","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J7",12
"472","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J8",15
"473","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J9",16
"474","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J10",19
"475","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J11",22
"476","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J12",25
"477","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J13",26
"478","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J14",29
"479","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J15",31
"480","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J16",34
"481","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J17",37
"482","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J18",38
"483","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J19",41
"484","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J20",42
"485","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J21",45
"486","HANDBALL CLUB DE LIVRY GARGAN","N1","2122","H",22,49,"J22",46
"487","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J1",0
"488","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J2",3
"489","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J3",6
"490","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J4",8
"491","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J5",11
"492","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J6",14
"493","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J7",17
"494","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J8",20
"495","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J9",23
"496","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J10",26
"497","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J11",29
"498","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J12",32
"499","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J13",34
"500","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J14",35
"501","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J15",37
"502","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J16",40
"503","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J17",43
"504","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J18",46
"505","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J19",49
"506","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J20",52
"507","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J21",55
"508","HANDBALL HAZEBROUCK","N1","2122","H",22,61,"J22",58
"509","HBC NANTES","N1","2122","H",22,47,"J1",0
"510","HBC NANTES","N1","2122","H",22,47,"J2",1
"511","HBC NANTES","N1","2122","H",22,47,"J3",2
"512","HBC NANTES","N1","2122","H",22,47,"J4",4
"513","HBC NANTES","N1","2122","H",22,47,"J5",6
"514","HBC NANTES","N1","2122","H",22,47,"J6",8
"515","HBC NANTES","N1","2122","H",22,47,"J7",11
"516","HBC NANTES","N1","2122","H",22,47,"J8",12
"517","HBC NANTES","N1","2122","H",22,47,"J9",15
"518","HBC NANTES","N1","2122","H",22,47,"J10",18
"519","HBC NANTES","N1","2122","H",22,47,"J11",19
"520","HBC NANTES","N1","2122","H",22,47,"J12",21
"521","HBC NANTES","N1","2122","H",22,47,"J13",23
"522","HBC NANTES","N1","2122","H",22,47,"J14",26
"523","HBC NANTES","N1","2122","H",22,47,"J15",29
"524","HBC NANTES","N1","2122","H",22,47,"J16",30
"525","HBC NANTES","N1","2122","H",22,47,"J17",33
"526","HBC NANTES","N1","2122","H",22,47,"J18",34
"527","HBC NANTES","N1","2122","H",22,47,"J19",37
"528","HBC NANTES","N1","2122","H",22,47,"J20",40
"529","HBC NANTES","N1","2122","H",22,47,"J21",43
"530","HBC NANTES","N1","2122","H",22,47,"J22",44
"531","LANESTER HB","N1","2122","H",22,58,"J1",0
"532","LANESTER HB","N1","2122","H",22,58,"J2",3
"533","LANESTER HB","N1","2122","H",22,58,"J3",4
"534","LANESTER HB","N1","2122","H",22,58,"J4",7
"535","LANESTER HB","N1","2122","H",22,58,"J5",10
"536","LANESTER HB","N1","2122","H",22,58,"J6",13
"537","LANESTER HB","N1","2122","H",22,58,"J7",16
"538","LANESTER HB","N1","2122","H",22,58,"J8",19
"539","LANESTER HB","N1","2122","H",22,58,"J9",22
"540","LANESTER HB","N1","2122","H",22,58,"J10",23
"541","LANESTER HB","N1","2122","H",22,58,"J11",26
"542","LANESTER HB","N1","2122","H",22,58,"J12",29
"543","LANESTER HB","N1","2122","H",22,58,"J13",31
"544","LANESTER HB","N1","2122","H",22,58,"J14",34
"545","LANESTER HB","N1","2122","H",22,58,"J15",37
"546","LANESTER HB","N1","2122","H",22,58,"J16",40
"547","LANESTER HB","N1","2122","H",22,58,"J17",41
"548","LANESTER HB","N1","2122","H",22,58,"J18",44
"549","LANESTER HB","N1","2122","H",22,58,"J19",47
"550","LANESTER HB","N1","2122","H",22,58,"J20",49
"551","LANESTER HB","N1","2122","H",22,58,"J21",52
"552","LANESTER HB","N1","2122","H",22,58,"J22",55
"553","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J1",0
"554","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J2",3
"555","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J3",4
"556","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J4",5
"557","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J5",6
"558","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J6",9
"559","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J7",12
"560","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J8",15
"561","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J9",18
"562","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J10",21
"563","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J11",22
"564","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J12",23
"565","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J13",26
"566","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J14",27
"567","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J15",30
"568","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J16",33
"569","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J17",35
"570","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J18",36
"571","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J19",37
"572","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J20",38
"573","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J21",41
"574","LILLE METROPOLE - HANDBALL CLUB","N1","2122","H",22,45,"J22",42
"575","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J1",0
"576","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J2",1
"577","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J3",2
"578","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J4",5
"579","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J5",6
"580","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J6",8
"581","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J7",11
"582","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J8",12
"583","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J9",15
"584","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J10",17
"585","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J11",20
"586","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J12",21
"587","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J13",23
"588","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J14",24
"589","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J15",25
"590","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J16",26
"591","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J17",29
"592","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J18",32
"593","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J19",35
"594","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J20",36
"595","MAINVILLIERS-CHARTRES HANDBALL","N1","2122","H",21,42,"J21",37
"596","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J1",0
"597","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J2",3
"598","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J3",6
"599","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J4",7
"600","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J5",8
"601","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J6",11
"602","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J7",14
"603","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J8",15
"604","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J9",16
"605","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J10",17
"606","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J11",20
"607","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J12",21
"608","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J13",23
"609","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J14",26
"610","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J15",27
"611","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J16",28
"612","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J17",31
"613","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J18",34
"614","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J19",37
"615","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J20",40
"616","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J21",41
"617","MASSY ESSONNE HANDBALL","N1","2122","H",22,43,"J22",42
"618","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J1",0
"619","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J2",3
"620","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J3",6
"621","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J4",9
"622","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J5",12
"623","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J6",13
"624","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J7",14
"625","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J8",15
"626","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J9",16
"627","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J10",18
"628","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J11",21
"629","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J12",24
"630","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J13",25
"631","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J14",28
"632","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J15",31
"633","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J16",32
"634","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J17",35
"635","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J18",38
"636","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J19",41
"637","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J20",43
"638","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J21",46
"639","PARIS SAINT-GERMAIN HANDBALL","N1","2122","H",22,52,"J22",49
"640","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J1",0
"641","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J2",3
"642","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J3",6
"643","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J4",9
"644","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J5",10
"645","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J6",12
"646","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J7",13
"647","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J8",14
"648","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J9",15
"649","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J10",18
"650","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J11",19
"651","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J12",20
"652","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J13",23
"653","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J14",24
"654","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J15",25
"655","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J16",26
"656","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J17",27
"657","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J18",30
"658","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J19",31
"659","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J20",34
"660","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J21",35
"661","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J22",36
"662","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J23",37
"663","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J24",37
"664","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J25",37
"665","PATRONAGE LAIQUE GRANVILLE HANDBALL","N1","2122","H",33,37,"J26",37
"666","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J1",0
"667","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J2",1
"668","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J3",4
"669","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J4",6
"670","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J5",9
"671","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J6",10
"672","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J7",13
"673","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J8",14
"674","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J9",15
"675","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J10",18
"676","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J11",21
"677","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J12",22
"678","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J13",25
"679","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J14",26
"680","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J15",29
"681","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J16",30
"682","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J17",33
"683","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J18",36
"684","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J19",38
"685","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J20",39
"686","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J21",40
"687","PAU NOUSTY SPORTS","N1","2122","H",22,44,"J22",43
"688","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J1",0
"689","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J2",3
"690","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J3",4
"691","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J4",5
"692","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J5",6
"693","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J6",7
"694","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J7",10
"695","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J8",11
"696","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J9",13
"697","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J10",14
"698","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J11",15
"699","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J12",17
"700","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J13",19
"701","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J14",22
"702","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J15",25
"703","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J16",26
"704","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J17",29
"705","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J18",32
"706","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J19",35
