"","club","division","saison","HF","match_joue","total_point","journee","points"
"707","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J20",36
"708","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J21",39
"709","POUZAUGES VENDEE HANDBALL","N1","2122","H",22,41,"J22",40
"710","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J1",0
"711","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J2",1
"712","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J3",2
"713","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J4",5
"714","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J5",8
"715","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J6",9
"716","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J7",12
"717","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J8",13
"718","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J9",16
"719","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J10",17
"720","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J11",18
"721","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J12",19
"722","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J13",21
"723","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J14",22
"724","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J15",25
"725","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J16",26
"726","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J17",28
"727","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J18",29
"728","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J19",30
"729","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J20",32
"730","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J21",33
"731","REVEIL DE NOGENT HANDBALL","N1","2122","H",22,35,"J22",34
"732","SAINT CYR HANDBALL","N1","2122","H",22,45,"J1",0
"733","SAINT CYR HANDBALL","N1","2122","H",22,45,"J2",1
"734","SAINT CYR HANDBALL","N1","2122","H",22,45,"J3",4
"735","SAINT CYR HANDBALL","N1","2122","H",22,45,"J4",5
"736","SAINT CYR HANDBALL","N1","2122","H",22,45,"J5",8
"737","SAINT CYR HANDBALL","N1","2122","H",22,45,"J6",9
"738","SAINT CYR HANDBALL","N1","2122","H",22,45,"J7",10
"739","SAINT CYR HANDBALL","N1","2122","H",22,45,"J8",11
"740","SAINT CYR HANDBALL","N1","2122","H",22,45,"J9",13
"741","SAINT CYR HANDBALL","N1","2122","H",22,45,"J10",15
"742","SAINT CYR HANDBALL","N1","2122","H",22,45,"J11",18
"743","SAINT CYR HANDBALL","N1","2122","H",22,45,"J12",19
"744","SAINT CYR HANDBALL","N1","2122","H",22,45,"J13",22
"745","SAINT CYR HANDBALL","N1","2122","H",22,45,"J14",24
"746","SAINT CYR HANDBALL","N1","2122","H",22,45,"J15",27
"747","SAINT CYR HANDBALL","N1","2122","H",22,45,"J16",30
"748","SAINT CYR HANDBALL","N1","2122","H",22,45,"J17",31
"749","SAINT CYR HANDBALL","N1","2122","H",22,45,"J18",34
"750","SAINT CYR HANDBALL","N1","2122","H",22,45,"J19",35
"751","SAINT CYR HANDBALL","N1","2122","H",22,45,"J20",38
"752","SAINT CYR HANDBALL","N1","2122","H",22,45,"J21",41
"753","SAINT CYR HANDBALL","N1","2122","H",22,45,"J22",44
"754","SAVIGNY HB","N1","2122","H",21,42,"J1",0
"755","SAVIGNY HB","N1","2122","H",21,42,"J2",1
"756","SAVIGNY HB","N1","2122","H",21,42,"J3",2
"757","SAVIGNY HB","N1","2122","H",21,42,"J4",4
"758","SAVIGNY HB","N1","2122","H",21,42,"J5",5
"759","SAVIGNY HB","N1","2122","H",21,42,"J6",7
"760","SAVIGNY HB","N1","2122","H",21,42,"J7",8
"761","SAVIGNY HB","N1","2122","H",21,42,"J8",9
"762","SAVIGNY HB","N1","2122","H",21,42,"J9",12
"763","SAVIGNY HB","N1","2122","H",21,42,"J10",13
"764","SAVIGNY HB","N1","2122","H",21,42,"J11",16
"765","SAVIGNY HB","N1","2122","H",21,42,"J12",19
"766","SAVIGNY HB","N1","2122","H",21,42,"J13",22
"767","SAVIGNY HB","N1","2122","H",21,42,"J14",23
"768","SAVIGNY HB","N1","2122","H",21,42,"J15",26
"769","SAVIGNY HB","N1","2122","H",21,42,"J16",29
"770","SAVIGNY HB","N1","2122","H",21,42,"J17",30
"771","SAVIGNY HB","N1","2122","H",21,42,"J18",33
"772","SAVIGNY HB","N1","2122","H",21,42,"J19",36
"773","SAVIGNY HB","N1","2122","H",21,42,"J20",37
"774","SAVIGNY HB","N1","2122","H",21,42,"J21",38
"775","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J1",0
"776","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J2",1
"777","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J3",4
"778","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J4",6
"779","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J5",9
"780","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J6",10
"781","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J7",13
"782","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J8",16
"783","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J9",17
"784","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J10",18
"785","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J11",19
"786","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J12",22
"787","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J13",25
"788","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J14",28
"789","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J15",29
"790","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J16",30
"791","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J17",31
"792","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J18",32
"793","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J19",33
"794","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J20",35
"795","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J21",36
"796","TORCY HANDBALL MARNE LA VALLEE","N1","2122","H",22,42,"J22",39
"797","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J1",0
"798","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J2",1
"799","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J3",2
"800","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J4",3
"801","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J5",4
"802","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J6",5
"803","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J7",6
"804","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J8",9
"805","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J9",10
"806","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J10",11
"807","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J11",12
"808","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J12",13
"809","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J13",14
"810","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J14",15
"811","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J15",16
"812","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J16",17
"813","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J17",18
"814","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J18",19
"815","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J19",20
"816","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J20",21
"817","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J21",22
"818","UNION GIRONDINS DE BORDEAUX BASTIDE","N1","2122","H",22,24,"J22",23
"819","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J1",0
"820","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J2",3
"821","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J3",6
"822","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J4",9
"823","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J5",12
"824","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J6",14
"825","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J7",15
"826","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J8",16
"827","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J9",19
"828","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J10",22
"829","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J11",23
"830","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J12",26
"831","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J13",29
"832","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J14",32
"833","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J15",33
"834","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J16",34
"835","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J17",35
"836","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J18",38
"837","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J19",39
"838","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J20",42
"839","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J21",45
"840","UNION SPORTIVE IVRY HANDBALL","N1","2122","H",22,50,"J22",47
"841","US CRETEIL HANDBALL","N1","2122","H",22,43,"J1",0
"842","US CRETEIL HANDBALL","N1","2122","H",22,43,"J2",1
"843","US CRETEIL HANDBALL","N1","2122","H",22,43,"J3",4
"844","US CRETEIL HANDBALL","N1","2122","H",22,43,"J4",7
"845","US CRETEIL HANDBALL","N1","2122","H",22,43,"J5",10
"846","US CRETEIL HANDBALL","N1","2122","H",22,43,"J6",11
"847","US CRETEIL HANDBALL","N1","2122","H",22,43,"J7",12
"848","US CRETEIL HANDBALL","N1","2122","H",22,43,"J8",13
"849","US CRETEIL HANDBALL","N1","2122","H",22,43,"J9",14
"850","US CRETEIL HANDBALL","N1","2122","H",22,43,"J10",15
"851","US CRETEIL HANDBALL","N1","2122","H",22,43,"J11",18
"852","US CRETEIL HANDBALL","N1","2122","H",22,43,"J12",19
"853","US CRETEIL HANDBALL","N1","2122","H",22,43,"J13",21
"854","US CRETEIL HANDBALL","N1","2122","H",22,43,"J14",24
"855","US CRETEIL HANDBALL","N1","2122","H",22,43,"J15",27
"856","US CRETEIL HANDBALL","N1","2122","H",22,43,"J16",28
"857","US CRETEIL HANDBALL","N1","2122","H",22,43,"J17",31
"858","US CRETEIL HANDBALL","N1","2122","H",22,43,"J18",34
"859","US CRETEIL HANDBALL","N1","2122","H",22,43,"J19",37
"860","US CRETEIL HANDBALL","N1","2122","H",22,43,"J20",38
"861","US CRETEIL HANDBALL","N1","2122","H",22,43,"J21",39
"862","US CRETEIL HANDBALL","N1","2122","H",22,43,"J22",42
"863","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J1",0
"864","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J2",1
"865","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J3",2
"866","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J4",3
"867","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J5",4
"868","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J6",7
"869","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J7",8
"870","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J8",9
"871","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J9",10
"872","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J10",11
"873","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J11",12
"874","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J12",13
"875","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J13",14
"876","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J14",15
"877","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J15",16
"878","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J16",17
"879","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J17",18
"880","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J18",19
"881","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J19",20
"882","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J20",21
"883","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J21",22
"884","US DREUX VERNOUILLET HANDBALL","N1","2122","H",22,24,"J22",23
"885","US SAINTES HANDBALL","N1","2122","H",22,45,"J1",0
"886","US SAINTES HANDBALL","N1","2122","H",22,45,"J2",1
"887","US SAINTES HANDBALL","N1","2122","H",22,45,"J3",2
"888","US SAINTES HANDBALL","N1","2122","H",22,45,"J4",5
"889","US SAINTES HANDBALL","N1","2122","H",22,45,"J5",6
"890","US SAINTES HANDBALL","N1","2122","H",22,45,"J6",7
"891","US SAINTES HANDBALL","N1","2122","H",22,45,"J7",8
"892","US SAINTES HANDBALL","N1","2122","H",22,45,"J8",11
"893","US SAINTES HANDBALL","N1","2122","H",22,45,"J9",14
"894","US SAINTES HANDBALL","N1","2122","H",22,45,"J10",15
"895","US SAINTES HANDBALL","N1","2122","H",22,45,"J11",16
"896","US SAINTES HANDBALL","N1","2122","H",22,45,"J12",19
"897","US SAINTES HANDBALL","N1","2122","H",22,45,"J13",22
"898","US SAINTES HANDBALL","N1","2122","H",22,45,"J14",23
"899","US SAINTES HANDBALL","N1","2122","H",22,45,"J15",26
"900","US SAINTES HANDBALL","N1","2122","H",22,45,"J16",29
"901","US SAINTES HANDBALL","N1","2122","H",22,45,"J17",31
"902","US SAINTES HANDBALL","N1","2122","H",22,45,"J18",34
"903","US SAINTES HANDBALL","N1","2122","H",22,45,"J19",35
"904","US SAINTES HANDBALL","N1","2122","H",22,45,"J20",38
"905","US SAINTES HANDBALL","N1","2122","H",22,45,"J21",41
"906","US SAINTES HANDBALL","N1","2122","H",22,45,"J22",42
"907","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J1",0
"908","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J2",3
"909","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J3",6
"910","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J4",7
"911","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J5",10
"912","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J6",13
"913","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J7",14
"914","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J8",17
"915","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J9",20
"916","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J10",22
"917","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J11",25
"918","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J12",28
"919","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J13",29
"920","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J14",32
"921","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J15",35
"922","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J16",38
"923","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J17",41
"924","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J18",44
"925","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J19",47
"926","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J20",50
"927","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J21",53
"928","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J22",56
"929","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J23",57
"930","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J24",59
"931","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J25",62
"932","AMIENS PICARDIE HANDBALL","N1","2223","H",26,67,"J26",67
"933","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J1",0
"934","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J2",3
"935","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J3",6
"936","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J4",8
"937","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J5",11
"938","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J6",14
"939","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J7",17
"940","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J8",17
"941","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J9",20
"942","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J10",23
"943","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J11",26
"944","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J12",29
"945","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J13",30
"946","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J14",33
"947","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J15",36
"948","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J16",39
"949","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J17",42
"950","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J18",43
"951","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J19",46
"952","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J20",49
"953","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J21",49
"954","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J22",51
"955","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J23",54
"956","ANGERS SCO HANDBALL","N1","2223","H",24,64,"J24",57
"957","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J1",0
"958","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J2",0
"959","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J3",3
"960","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J4",6
"961","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J5",7
"962","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J6",8
"963","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J7",11
"964","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J8",14
"965","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J9",17
"966","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J10",20
"967","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J11",23
"968","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J12",26
"969","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J13",28
"970","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J14",29
"971","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J15",29
"972","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J16",32
"973","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J17",33
"974","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J18",36
"975","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J19",37
"976","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J20",39
"977","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J21",40
"978","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J22",43
"979","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J23",46
"980","ANNECY CSAV HANDBALL","N1","2223","H",24,58,"J24",49
"981","ASB REZE HANDBALL","N1","2223","H",26,53,"J1",0
"982","ASB REZE HANDBALL","N1","2223","H",26,53,"J2",3
"983","ASB REZE HANDBALL","N1","2223","H",26,53,"J3",6
"984","ASB REZE HANDBALL","N1","2223","H",26,53,"J4",7
"985","ASB REZE HANDBALL","N1","2223","H",26,53,"J5",9
"986","ASB REZE HANDBALL","N1","2223","H",26,53,"J6",10
"987","ASB REZE HANDBALL","N1","2223","H",26,53,"J7",12
"988","ASB REZE HANDBALL","N1","2223","H",26,53,"J8",13
"989","ASB REZE HANDBALL","N1","2223","H",26,53,"J9",16
"990","ASB REZE HANDBALL","N1","2223","H",26,53,"J10",17
"991","ASB REZE HANDBALL","N1","2223","H",26,53,"J11",20
"992","ASB REZE HANDBALL","N1","2223","H",26,53,"J12",21
"993","ASB REZE HANDBALL","N1","2223","H",26,53,"J13",24
"994","ASB REZE HANDBALL","N1","2223","H",26,53,"J14",27
"995","ASB REZE HANDBALL","N1","2223","H",26,53,"J15",29
"996","ASB REZE HANDBALL","N1","2223","H",26,53,"J16",32
"997","ASB REZE HANDBALL","N1","2223","H",26,53,"J17",35
"998","ASB REZE HANDBALL","N1","2223","H",26,53,"J18",36
"999","ASB REZE HANDBALL","N1","2223","H",26,53,"J19",39
"1000","ASB REZE HANDBALL","N1","2223","H",26,53,"J20",40
"1001","ASB REZE HANDBALL","N1","2223","H",26,53,"J21",43
"1002","ASB REZE HANDBALL","N1","2223","H",26,53,"J22",44
"1003","ASB REZE HANDBALL","N1","2223","H",26,53,"J23",47
"1004","ASB REZE HANDBALL","N1","2223","H",26,53,"J24",48
"1005","ASB REZE HANDBALL","N1","2223","H",26,53,"J25",49
"1006","ASB REZE HANDBALL","N1","2223","H",26,53,"J26",53
"1007","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J1",0
"1008","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J2",1
"1009","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J3",2
"1010","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J4",3
"1011","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J5",6
"1012","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J6",6
"1013","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J7",9
"1014","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J8",10
"1015","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J9",12
"1016","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J10",13
"1017","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J11",16
"1018","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J12",19
"1019","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J13",22
"1020","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J14",24
"1021","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J15",27
"1022","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J16",30
"1023","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J17",33
"1024","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J18",35
"1025","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J19",35
"1026","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J20",38
"1027","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J21",41
"1028","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J22",44
"1029","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J23",45
"1030","ASPTT MULHOUSE/RIXHEIM","N1","2223","H",24,57,"J24",48
"1031","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J1",0
"1032","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J2",3
"1033","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J3",4
"1034","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J4",7
"1035","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J5",10
"1036","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J6",13
"1037","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J7",15
"1038","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J8",18
"1039","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J9",21
"1040","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J10",24
"1041","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J11",27
"1042","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J12",30
"1043","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J13",31
"1044","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J14",33
"1045","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J15",34
"1046","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J16",37
"1047","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J17",40
"1048","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J18",43
"1049","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J19",46
"1050","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J20",49
"1051","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J21",52
"1052","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J22",54
"1053","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J23",56
"1054","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J24",59
"1055","ATHLETIC CLUB BOULOGNE BILLANCOURT","N1","2223","H",25,66,"J25",62
"1056","BEAUNE HANDBALL","N1","2223","H",26,44,"J1",0
"1057","BEAUNE HANDBALL","N1","2223","H",26,44,"J2",3
"1058","BEAUNE HANDBALL","N1","2223","H",26,44,"J3",4
"1059","BEAUNE HANDBALL","N1","2223","H",26,44,"J4",5
"1060","BEAUNE HANDBALL","N1","2223","H",26,44,"J5",6
"1061","BEAUNE HANDBALL","N1","2223","H",26,44,"J6",9
"1062","BEAUNE HANDBALL","N1","2223","H",26,44,"J7",11
"1063","BEAUNE HANDBALL","N1","2223","H",26,44,"J8",14
