"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","temps","score_recevant","score_visiteur","action","Temps_Sec","score_final","temps_mort_equipe","but_1min_apres_temps_mort","action_equipe","statut_recevant","ecart_recevant","fichier"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","00:58",0,0,"Tir JR N°33 TRITTA alexandre",58,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","01:31",0,0,"Tir JV N°11 AYEVA belco ",91,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","01:43",0,1,"But JV N°8 DEKIC dorde ",103,"26 - 25","","","v",-1,-1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","02:54",1,1,"But 7m JR N°8 LOESCH gabriel ",174,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","03:25",1,1,"Tir JV N°19 KURZEMNIEKS emils ",205,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","03:42",2,1,"But JR N°3 CASQUEIRO LOPEZ adrian ",222,"26 - 25","","","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","04:06",2,1,"Tir JV N°11 AYEVA belco ",246,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","04:35",3,1,"But 7m JR N°8 LOESCH gabriel ",275,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","05:23",3,1,"Tir JV N°8 DEKIC dorde ",323,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","06:05",4,1,"But JR N°15 BROUZET hugo ",365,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","06:28",4,2,"But JV N°11 AYEVA belco ",388,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","07:03",5,2,"But 7m JR N°8 LOESCH gabriel ",423,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","08:11",5,2,"Tir JR N°28 TARRAFETA SERRANO ian ",491,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","08:21",5,2,"Tir JV N°11 AYEVA belco ",501,"26 - 25","","","v",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","08:33",5,2,"Tir JR N°15 BROUZET hugo ",513,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","09:20",5,3,"But JV N°6 AMAN valentin ",560,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","10:21",5,3,"Tir JV N°8 DEKIC dorde ",621,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","10:38",5,3,"Tir JR N°3 CASQUEIRO LOPEZ adrian ",638,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","11:17",5,3,"Tir JR N°33 TRITTA alexandre ",677,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","12:19",5,4,"But JV N°8 DEKIC dorde ",739,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","13:28",6,4,"But JR N°5 LAGARDE romain ",808,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","13:40",6,5,"But JV N°8 DEKIC dorde ",820,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","14:08",7,5,"But JR N°28 TARRAFETA SERRANO ian ",848,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","14:20",7,5,"Tir JV N°20 STRANIGG janos tamas ",860,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","14:26",7,5,"Tir JR N°8 LOESCH gabriel ",866,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","15:05",8,5,"But JR N°8 LOESCH gabriel ",905,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","16:04",8,6,"But JV N°8 DEKIC dorde ",964,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","16:33",9,6,"But JR N°11 LONN adam bertil ",993,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","16:55",9,7,"But JV N°20 STRANIGG janos tamas ",1015,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","17:57",9,8,"But 7m JV N°3 LOPEZ ALVAREZ mario ",1077,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","18:36",9,8,"Tir JR N°11 LONN adam bertil ",1116,"26 - 25","","","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","18:39",9,9,"But JV N°15 BARBEITO SORIANO alejandro - BARBEITO ",1119,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","19:10",9,9,"Tir JR N°11 LONN adam bertil ",1150,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","19:28",9,9,"Tir JV N°6 AMAN valentin",1168,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","19:44",9,9,"Tir JR N°28 TARRAFETA SERRANO ian",1184,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","20:02",9,10,"But JV N°15 BARBEITO SORIANO alejandro - BARBEITO",1202,"26 - 25","","","v",-1,-1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","20:07",9,10,"Temps Mort d'Equipe Recevant",1207,"26 - 25","r","oui","r",-1,-1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","20:26",10,10,"But JR N°11 LONN adam bertil",1226,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","20:54",10,10,"Tir JV N°20 STRANIGG janos tamas",1254,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","21:05",10,10,"Tir JV N°20 STRANIGG janos tamas",1265,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","21:42",10,10,"Tir JR N°19 IVIC sime",1302,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","22:20",11,10,"But JR N°3 CASQUEIRO LOPEZ adrian",1340,"26 - 25","","","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","23:14",12,10,"But JR N°3 CASQUEIRO LOPEZ adrian",1394,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","23:47",12,10,"Tir JV N°15 BARBEITO SORIANO alejandro - BARBEITO",1427,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","23:58",12,11,"But JV N°6 AMAN valentin",1438,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","24:58",13,11,"But JR N°19 IVIC sime",1498,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","25:05",13,11,"Temps Mort d'Equipe Visiteur",1505,"26 - 25","v","non","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","25:25",13,11,"Tir JV N°15 BARBEITO SORIANO alejandro - BARBEITO",1525,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","26:31",13,12,"But JV N°8 DEKIC dorde",1591,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","27:30",14,12,"But JR N°4 ONG matthieu",1650,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","27:59",14,13,"But JV N°2 ANZUINI aymeric",1679,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","29:35",14,14,"But JV N°3 LOPEZ ALVAREZ mario",1775,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","30:38",14,14,"Tir JV N°19 KURZEMNIEKS emils",1838,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","30:43",15,14,"But JR N°17 TISSOT antoine",1843,"26 - 25","","","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","31:24",15,15,"But 7m JV N°3 LOPEZ ALVAREZ mario",1884,"26 - 25","","","v",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","32:36",15,15,"Tir JR N°8 LOESCH gabriel",1956,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","33:42",15,16,"But JV N°2 ANZUINI aymeric",2022,"26 - 25","","","v",-1,-1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","33:52",16,16,"But JR N°15 BROUZET hugo",2032,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","35:27",16,16,"Tir JR N°28 TARRAFETA SERRANO ian",2127,"26 - 25","","","r",0,0,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","36:13",17,16,"But JR N°5 LAGARDE romain",2173,"26 - 25","","","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","36:28",17,16,"Tir JV N°3 LOPEZ ALVAREZ mario",2188,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","36:40",18,16,"But JR N°3 CASQUEIRO LOPEZ adrian",2200,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","37:11",18,16,"Tir JV N°2 ANZUINI aymeric",2231,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","37:23",19,16,"But JR N°19 IVIC sime",2243,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","37:25",19,16,"Temps Mort d'Equipe Visiteur",2245,"26 - 25","v","oui","v",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","37:53",19,17,"But 7m JV N°3 LOPEZ ALVAREZ mario",2273,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","38:18",20,17,"But JR N°15 BROUZET hugo",2298,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","40:17",21,17,"But JR N°5 LAGARDE romain",2417,"26 - 25","","","r",1,4,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","41:05",21,17,"Tir JR N°15 BROUZET hugo",2465,"26 - 25","","","r",1,4,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","41:51",22,17,"But JR N°11 LONN adam bertil",2511,"26 - 25","","","r",1,5,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","42:38",22,18,"But 7m JV N°3 LOPEZ ALVAREZ mario",2558,"26 - 25","","","v",1,4,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","44:55",22,18,"Tir JR N°5 LAGARDE romain",2695,"26 - 25","","","r",1,4,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","45:31",22,19,"But 7m JV N°3 LOPEZ ALVAREZ mario",2731,"26 - 25","","","v",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","46:25",23,19,"But 7m JR N°8 LOESCH gabriel",2785,"26 - 25","","","r",1,4,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","47:11",23,20,"But JV N°24 TRAORE keyliane",2831,"26 - 25","","","v",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","48:17",23,20,"Tir JV N°24 TRAORE keyliane",2897,"26 - 25","","","v",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","49:46",23,21,"But JV N°2 ANZUINI aymeric",2986,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","49:49",23,21,"Temps Mort d'Equipe Recevant",2989,"26 - 25","r","non","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","50:58",24,21,"But JR N°8 LOESCH gabriel",3058,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","51:51",24,22,"But JV N°24 TRAORE keyliane",3111,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","52:39",24,22,"Tir JR N°11 LONN adam bertil",3159,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","53:54",25,22,"But JR N°28 TARRAFETA SERRANO ian",3234,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","55:24",25,22,"Tir JR N°11 LONN adam bertil",3324,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","57:05",25,22,"Tir JR N°15 BROUZET hugo",3425,"26 - 25","","","r",1,3,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","57:32",25,23,"But JV N°6 AMAN valentin",3452,"26 - 25","","","v",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","58:11",25,24,"But JV N°3 LOPEZ ALVAREZ mario",3491,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","58:56",26,24,"But JR N°28 TARRAFETA SERRANO ian",3536,"26 - 25","","","r",1,2,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","59:43",26,25,"But JV N°8 DEKIC dorde",3583,"26 - 25","","","v",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIW","AIX PROVENCE UNIVERSITE CLUB HANDBALL","FORETS eric","CRETEIL US HANDBALL","ESPARRE christophe","59:56",26,25,"Temps Mort d'Equipe Recevant",3596,"26 - 25","r","non","r",1,1,"rencontre_D1H_2425_139.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","00:57",1,0,"But JR N°8 RICHERT benjamin ",57,"29 - 25","","","r",1,1,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","01:41",2,0,"But JR N°8 RICHERT benjamin ",101,"29 - 25","","","r",1,2,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","02:39",3,0,"But JR N°8 RICHERT benjamin ",159,"29 - 25","","","r",1,3,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","03:20",3,1,"But JV N°88 BARAN michal ",200,"29 - 25","","","v",1,2,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","05:18",3,2,"But JV N°29 CARDINAL youen ",318,"29 - 25","","","v",1,1,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","06:08",3,3,"But JV N°18 LABIGANG xavier ",368,"29 - 25","","","v",0,0,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","06:18",4,3,"But JR N°76 ANQUETIL arthur ",378,"29 - 25","","","r",1,1,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","07:19",5,3,"But JR N°76 ANQUETIL arthur ",439,"29 - 25","","","r",1,2,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","12:03",6,3,"But JR N°76 ANQUETIL arthur ",723,"29 - 25","","","r",1,3,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","14:26",6,4,"But JV N°15 MOLINIE robin ",866,"29 - 25","","","v",1,2,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","14:35",7,4,"But JR N°23 PATUREL pierre ",875,"29 - 25","","","r",1,3,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","15:32",8,4,"But JR N°25 VANEGUE lucas ",932,"29 - 25","","","r",1,4,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","16:51",8,5,"But JV N°8 MOSINDI daniel ",1011,"29 - 25","","","v",1,3,"rencontre_D1H_2425_140.pdf"
"UAFJKIX","CHAMBERY SAVOIE HB","ANTONIO MARCOS asier","CESSON RENNES METROPOLE HB","LERICHE sebastien","17:02",9,5,"But JR N°7 PECINA TOME ignacio ",1022,"29 - 25","","","r",1,4,"rencontre_D1H_2425_140.pdf"
