"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","temps","score_recevant","score_visiteur","action","Temps_Sec","score_final","temps_mort_equipe","but_1min_apres_temps_mort","action_equipe","statut_recevant","ecart_recevant","fichier"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","17:53",12,10,"But JR N°8 PETERSEN torben ",1073,"36 - 25","","","r",1,2,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","18:19",12,11,"But JV N°24 BEAUCHEF mathis ",1099,"36 - 25","","","v",1,1,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","19:28",13,11,"But JR N°8 PETERSEN torben ",1168,"36 - 25","","","r",1,2,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","20:16",13,12,"But JV N°5 LONGERINAS auguste ",1216,"36 - 25","","","v",1,1,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","22:52",14,12,"But JR N°13 GENSOULEN lubin ",1372,"36 - 25","","","r",1,2,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","23:19",15,12,"But JR N°13 GENSOULEN lubin ",1399,"36 - 25","","","r",1,3,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","28:17",16,12,"But JR N°25 JOSEPH louis ",1697,"36 - 25","","","r",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","28:42",17,12,"But JR N°13 GENSOULEN lubin",1722,"36 - 25","","","r",1,5,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","29:05",17,13,"But JV N°11 SCHRODER toke bjelke",1745,"36 - 25","","","v",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","30:00",17,14,"But JV N°9 JUNG martin",1800,"36 - 25","","","v",1,3,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","32:07",18,14,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",1927,"36 - 25","","","r",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","32:41",18,15,"But JV N°7 KIRTZ henri",1961,"36 - 25","","","v",1,3,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","32:48",19,15,"But JR N°4 BONO nicolas",1968,"36 - 25","","","r",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","32:56",19,16,"But JV N°21 CHATTI wael",1976,"36 - 25","","","v",1,3,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","34:50",20,16,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",2090,"36 - 25","","","r",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","35:38",20,17,"But JV N°5 LONGERINAS auguste",2138,"36 - 25","","","v",1,3,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","35:47",21,17,"But JR N°8 PETERSEN torben",2147,"36 - 25","","","r",1,4,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","36:43",22,17,"But JR N°25 JOSEPH louis",2203,"36 - 25","","","r",1,5,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","36:56",22,17,"Temps Mort d'Equipe Visiteur",2216,"36 - 25","v","non","v",1,5,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","38:33",23,17,"But JR N°25 JOSEPH louis",2313,"36 - 25","","","r",1,6,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","39:33",24,17,"But JR N°8 PETERSEN torben",2373,"36 - 25","","","r",1,7,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","39:46",24,18,"But JV N°11 SCHRODER toke bjelke",2386,"36 - 25","","","v",1,6,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","40:28",25,18,"But JR N°4 BONO nicolas",2428,"36 - 25","","","r",1,7,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","41:17",25,19,"But JV N°9 JUNG martin",2477,"36 - 25","","","v",1,6,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","44:26",26,19,"But JR N°25 JOSEPH louis",2666,"36 - 25","","","r",1,7,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","46:45",27,19,"But JR N°25 JOSEPH louis",2805,"36 - 25","","","r",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","47:25",27,20,"But JV N°21 CHATTI wael",2845,"36 - 25","","","v",1,7,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","47:42",28,20,"But JR N°65 BORGES MORAES SILVA guilherme - BORGES",2862,"36 - 25","","","r",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","48:33",28,21,"But JV N°11 SCHRODER toke bjelke",2913,"36 - 25","","","v",1,7,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","49:36",29,21,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",2976,"36 - 25","","","r",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","51:00",30,21,"But JR N°3 CARABASSE geoffroy",3060,"36 - 25","","","r",1,9,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","51:28",30,22,"But JV N°48 BALADI antoine",3088,"36 - 25","","","v",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","52:03",31,22,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",3123,"36 - 25","","","r",1,9,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","52:43",31,23,"But JV N°11 SCHRODER toke bjelke",3163,"36 - 25","","","v",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","54:11",32,23,"But JR N°17 KOTTERS raphael",3251,"36 - 25","","","r",1,9,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","54:36",32,24,"But JV N°10 PETIT maxime",3276,"36 - 25","","","v",1,8,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","54:49",33,24,"But JR N°17 KOTTERS raphael",3289,"36 - 25","","","r",1,9,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","55:19",34,24,"But JR N°13 GENSOULEN lubin",3319,"36 - 25","","","r",1,10,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","56:12",35,24,"But JR N°77 FOLQUES ORTIZ josep - JOSEP",3372,"36 - 25","","","r",1,11,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","56:46",36,24,"But JR N°15 TAKANIUA jean-philippe",3406,"36 - 25","","","r",1,12,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","56:46",36,24,"Temps Mort d'Equipe Visiteur",3406,"36 - 25","v","oui","v",1,12,"rencontre_D1H_2425_142.pdf"
"UAFJKIZ","ISTRES PROVENCE HANDBALL","DEROT gilles","IVRY US HANDBALL","DINART didier","57:09",36,25,"But JV N°24 BEAUCHEF mathis",3429,"36 - 25","","","v",1,11,"rencontre_D1H_2425_142.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","01:53",1,0,"But JR N°5 KERVADEC ewan-gueric ",113,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","01:59",1,1,"But JV N°59 PELAYO tom ",119,"37 - 34","","","v",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","02:38",2,1,"But JR N°5 KERVADEC ewan-gueric ",158,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","02:50",2,2,"But 7m JV N°59 PELAYO tom ",170,"37 - 34","","","v",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","03:33",3,2,"But JR N°45 ELDERAA seif mohamed ",213,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","03:48",3,3,"But JV N°5 BILLANT florian ",228,"37 - 34","","","v",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","06:16",3,4,"But JV N°10 TOSSIN dylan ",376,"37 - 34","","","v",-1,-1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","06:48",4,4,"But JR N°17 TURCHENKO ihor ",408,"37 - 34","","","r",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","07:29",4,5,"But JV N°11 KRAGH cornelius ",449,"37 - 34","","","v",-1,-1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","07:46",5,5,"But 7m JR N°45 ELDERAA seif mohamed ",466,"37 - 34","","","r",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","09:15",5,6,"But JV N°28 FAUSTIN jean-loup ",555,"37 - 34","","","v",-1,-1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","10:00",6,6,"But 7m JR N°45 ELDERAA seif mohamed ",600,"37 - 34","","","r",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","10:35",6,7,"But JV N°11 KRAGH cornelius ",635,"37 - 34","","","v",-1,-1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","10:45",7,7,"But JR N°45 ELDERAA seif mohamed ",645,"37 - 34","","","r",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","13:46",8,7,"But JR N°5 KERVADEC ewan-gueric ",826,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","14:27",9,7,"But JR N°51 VARELA MONTEIRO jenilson ",867,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","15:16",9,8,"But JV N°30 CREPEL gautier ",916,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","16:29",10,8,"But JR N°5 KERVADEC ewan-gueric ",989,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","17:32",10,9,"But JV N°11 KRAGH cornelius ",1052,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","18:58",11,9,"But JR N°25 AZKUE jon ",1138,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","19:20",11,10,"But 7m JV N°59 PELAYO tom ",1160,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","20:00",12,10,"But JR N°17 TURCHENKO ihor ",1200,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","21:57",12,11,"But JV N°48 SZUCS bence ",1317,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","22:57",13,11,"But 7m JR N°45 ELDERAA seif mohamed ",1377,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","23:38",13,11,"Temps Mort d'Equipe Visiteur ",1418,"37 - 34","","","v",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","24:21",13,12,"But 7m JV N°59 PELAYO tom ",1461,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","25:17",14,12,"But JR N°2 YUSUF faruk ",1517,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","25:55",14,13,"But JV N°14 DUPUY quentin ",1555,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","27:25",14,14,"But JV N°8 NYATEU o'brian ",1645,"37 - 34","","","v",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","28:17",15,14,"But JR N°8 OGANDO maxime ",1697,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","29:58",15,15,"But JV N°59 PELAYO tom ",1798,"37 - 34","","","v",0,0,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","30:00",16,15,"But JR N°17 TURCHENKO ihor ",1800,"37 - 34","","","r",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","30:35",17,15,"But JR N°17 TURCHENKO ihor",1835,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","31:18",17,16,"But 7m JV N°59 PELAYO tom",1878,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","31:54",18,16,"But JR N°17 TURCHENKO ihor",1914,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","33:10",19,16,"But 7m JR N°25 AZKUE jon",1990,"37 - 34","","","r",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","34:08",19,17,"But JV N°3 AFGOUR benjamin",2048,"37 - 34","","","v",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","34:08",19,18,"But JV N°88 ROMERO CARRERAS alejandro",2048,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","35:11",20,18,"But JR N°5 KERVADEC ewan-gueric",2111,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","35:26",20,19,"But JV N°11 KRAGH cornelius",2126,"37 - 34","","","v",1,1,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","37:14",21,19,"But JR N°28 NIETO nicolas",2234,"37 - 34","","","r",1,2,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","38:09",22,19,"But JR N°17 TURCHENKO ihor",2289,"37 - 34","","","r",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","38:57",23,19,"But JR N°5 KERVADEC ewan-gueric",2337,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","40:06",23,20,"But JV N°59 PELAYO tom",2406,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","40:19",24,20,"But JR N°17 TURCHENKO ihor",2419,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","41:18",24,21,"But JV N°59 PELAYO tom",2478,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","41:24",25,21,"But JR N°45 ELDERAA seif mohamed",2484,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","42:03",25,22,"But JV N°3 AFGOUR benjamin",2523,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","42:15",26,22,"But JR N°3 GUILLAUME andrea",2535,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","42:51",26,23,"But JV N°11 KRAGH cornelius",2571,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","43:11",27,23,"But JR N°3 GUILLAUME andrea",2591,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","43:56",27,24,"But JV N°28 FAUSTIN jean-loup",2636,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","44:26",28,24,"But JR N°17 TURCHENKO ihor",2666,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","44:41",28,25,"But JV N°55 MARIE-JOSEPH steve",2681,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","45:05",29,25,"But JR N°25 AZKUE jon",2705,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","45:19",29,26,"But JV N°3 AFGOUR benjamin",2719,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","46:23",30,26,"But JR N°17 TURCHENKO ihor",2783,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","46:31",30,27,"But JV N°28 FAUSTIN jean-loup",2791,"37 - 34","","","v",1,3,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","47:43",31,27,"But 7m JR N°25 AZKUE jon",2863,"37 - 34","","","r",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","47:54",31,27,"Temps Mort d'Equipe Visiteur",2874,"37 - 34","v","non","v",1,4,"rencontre_D1H_2425_143.pdf"
"UAFJTQZ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","49:07",32,27,"But JR N°17 TURCHENKO ihor",2947,"37 - 34","","","r",1,5,"rencontre_D1H_2425_143.pdf"
