"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAETSUO","DIJON METROPOLE HB","CHADUTEAUD ulrich","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",30,30,"rencontre_D1H_2324_499 2.pdf",30,29,"R",1,0,0,0,1,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","us creteil handball",NA,16,NA
"TAETSUO","DIJON METROPOLE HB","CHADUTEAUD ulrich","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",30,30,"rencontre_D1H_2324_499 3.pdf",30,29,"R",1,0,0,0,1,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","us creteil handball",NA,16,NA
"TAETSUO","DIJON METROPOLE HB","CHADUTEAUD ulrich","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",30,30,"rencontre_D1H_2324_499.pdf",30,29,"R",1,0,0,0,1,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","us creteil handball",NA,16,NA
"TAETSUT","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,33,"rencontre_D1H_2324_504 2.pdf",35,32,"R",1,1,1,1,0,"H",0,0,"D1","2324","us creteil handball","nancy handball",16,NA,NA
"TAETSUT","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,33,"rencontre_D1H_2324_504 3.pdf",35,32,"R",1,1,1,1,0,"H",0,0,"D1","2324","us creteil handball","nancy handball",16,NA,NA
"TAETSUT","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,33,"rencontre_D1H_2324_504.pdf",35,32,"R",1,1,1,1,0,"H",0,0,"D1","2324","us creteil handball","nancy handball",16,NA,NA
"TAETSUU","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","MONTPELLIER HANDBALL","CANAYER patrice",28,32,"rencontre_D1H_2324_505 2.pdf",27,30,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","limoges hand 87","le pouzin hb 07",36,NA,NA
"TAETSUU","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","MONTPELLIER HANDBALL","CANAYER patrice",28,32,"rencontre_D1H_2324_505 3.pdf",27,30,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","limoges hand 87","le pouzin hb 07",36,NA,NA
"TAETSUU","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","MONTPELLIER HANDBALL","CANAYER patrice",28,32,"rencontre_D1H_2324_505.pdf",27,30,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","limoges hand 87","le pouzin hb 07",36,NA,NA
"TAETSUV","US IVRY HANDBALL","DINART didier","USAM NIMES GARD","CHAUVET jerome",28,24,"rencontre_D1H_2324_506 2.pdf",26,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","us ivry handball","usam nimes gard",16,32,16
"TAETSUV","US IVRY HANDBALL","DINART didier","USAM NIMES GARD","CHAUVET jerome",28,24,"rencontre_D1H_2324_506 3.pdf",26,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","us ivry handball","usam nimes gard",16,32,16
"TAETSUV","US IVRY HANDBALL","DINART didier","USAM NIMES GARD","CHAUVET jerome",28,24,"rencontre_D1H_2324_506.pdf",26,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","us ivry handball","usam nimes gard",16,32,16
"TAETSUZ","SAINT-RAPHAEL VHB","BRAUX benjamin","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_510 2.pdf",28,27,"R",1,1,1,0,0,"H",1,0,"D1","2324","provence aix universite club handball","provence aix universite club handball",30,30,0
"TAETSUZ","SAINT-RAPHAEL VHB","BRAUX benjamin","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_510 3.pdf",28,27,"R",1,1,1,0,0,"H",1,0,"D1","2324","provence aix universite club handball","provence aix universite club handball",30,30,0
"TAETSUZ","SAINT-RAPHAEL VHB","BRAUX benjamin","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_510.pdf",28,27,"R",1,1,1,0,0,"H",1,0,"D1","2324","provence aix universite club handball","provence aix universite club handball",30,30,0
"TAETSVF","MONTPELLIER HANDBALL","CANAYER patrice","SAINT-RAPHAEL VHB","BRAUX benjamin",35,35,"rencontre_D1H_2324_516 2.pdf",35,34,"R",1,0,0,1,1,"H",0,1,"D1","2324","le pouzin hb 07","provence aix universite club handball",NA,30,NA
"TAETSVF","MONTPELLIER HANDBALL","CANAYER patrice","SAINT-RAPHAEL VHB","BRAUX benjamin",35,35,"rencontre_D1H_2324_516 3.pdf",35,34,"R",1,0,0,1,1,"H",0,1,"D1","2324","le pouzin hb 07","provence aix universite club handball",NA,30,NA
"TAETSVF","MONTPELLIER HANDBALL","CANAYER patrice","SAINT-RAPHAEL VHB","BRAUX benjamin",35,35,"rencontre_D1H_2324_516.pdf",35,34,"R",1,0,0,1,1,"H",0,1,"D1","2324","le pouzin hb 07","provence aix universite club handball",NA,30,NA
"TAETSVH","SARAN LOIRET HB","COURTIAL fabien","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",28,28,"rencontre_D1H_2324_518 2.pdf",28,27,"R",1,0,0,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us creteil handball",NA,16,NA
"TAETSVH","SARAN LOIRET HB","COURTIAL fabien","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",28,28,"rencontre_D1H_2324_518 3.pdf",28,27,"R",1,0,0,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us creteil handball",NA,16,NA
"TAETSVH","SARAN LOIRET HB","COURTIAL fabien","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",28,28,"rencontre_D1H_2324_518.pdf",28,27,"R",1,0,0,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","us creteil handball",NA,16,NA
"TAETSVJ","CHAMBERY SAVOIE HB","MATHE erick","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,32,"rencontre_D1H_2324_520 2.pdf",32,31,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","fenix toulouse handball",NA,39,NA
"TAETSVJ","CHAMBERY SAVOIE HB","MATHE erick","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,32,"rencontre_D1H_2324_520 3.pdf",32,31,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","fenix toulouse handball",NA,39,NA
"TAETSVJ","CHAMBERY SAVOIE HB","MATHE erick","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,32,"rencontre_D1H_2324_520.pdf",32,31,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","fenix toulouse handball",NA,39,NA
"TAETSVL","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,32,"rencontre_D1H_2324_522 2.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","limoges hand 87","js cherbourgeoise  manche hb",36,NA,NA
"TAETSVL","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,32,"rencontre_D1H_2324_522 3.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","limoges hand 87","js cherbourgeoise  manche hb",36,NA,NA
"TAETSVL","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,32,"rencontre_D1H_2324_522.pdf",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","limoges hand 87","js cherbourgeoise  manche hb",36,NA,NA
"TAETSVM","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_523 2.pdf",27,28,"R",-1,1,1,0,1,"H",0,1,"D1","2324","us ivry handball","provence aix universite club handball",16,30,14
"TAETSVM","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_523 3.pdf",27,28,"R",-1,1,1,0,1,"H",0,1,"D1","2324","us ivry handball","provence aix universite club handball",16,30,14
"TAETSVM","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_523.pdf",27,28,"R",-1,1,1,0,1,"H",0,1,"D1","2324","us ivry handball","provence aix universite club handball",16,30,14
"TAETSVN","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,26,"rencontre_D1H_2324_524 2.pdf",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","nancy handball",NA,NA,NA
"TAETSVN","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,26,"rencontre_D1H_2324_524 3.pdf",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","nancy handball",NA,NA,NA
"TAETSVN","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,26,"rencontre_D1H_2324_524.pdf",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","nancy handball",NA,NA,NA
"TAETSVP","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","MONTPELLIER HANDBALL","CANAYER patrice",31,27,"rencontre_D1H_2324_526 2.pdf",29,27,"R",1,1,1,0,0,"H",0,0,"D1","2324","paris saint-germain handball","le pouzin hb 07",55,NA,NA
"TAETSVP","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","MONTPELLIER HANDBALL","CANAYER patrice",31,27,"rencontre_D1H_2324_526 3.pdf",29,27,"R",1,1,1,0,0,"H",0,0,"D1","2324","paris saint-germain handball","le pouzin hb 07",55,NA,NA
"TAETSVP","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","MONTPELLIER HANDBALL","CANAYER patrice",31,27,"rencontre_D1H_2324_526.pdf",29,27,"R",1,1,1,0,0,"H",0,0,"D1","2324","paris saint-germain handball","le pouzin hb 07",55,NA,NA
"TAETSVQ","SAINT-RAPHAEL VHB","BRAUX benjamin","USAM NIMES GARD","CHAUVET jerome",31,33,"rencontre_D1H_2324_527 2.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSVQ","SAINT-RAPHAEL VHB","BRAUX benjamin","USAM NIMES GARD","CHAUVET jerome",31,33,"rencontre_D1H_2324_527 3.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSVQ","SAINT-RAPHAEL VHB","BRAUX benjamin","USAM NIMES GARD","CHAUVET jerome",31,33,"rencontre_D1H_2324_527.pdf",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSVR","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CHAMBERY SAVOIE HB","MATHE erick",35,34,"rencontre_D1H_2324_528 2.pdf",33,33,"R",0,1,1,0,1,"H",0,1,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSVR","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CHAMBERY SAVOIE HB","MATHE erick",35,34,"rencontre_D1H_2324_528 3.pdf",33,33,"R",0,1,1,0,1,"H",0,1,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSVR","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CHAMBERY SAVOIE HB","MATHE erick",35,34,"rencontre_D1H_2324_528.pdf",33,33,"R",0,1,1,0,1,"H",0,1,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSVT","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SAINT-RAPHAEL VHB","BRAUX benjamin",24,27,"rencontre_D1H_2324_530 2.pdf",23,25,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSVT","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SAINT-RAPHAEL VHB","BRAUX benjamin",24,27,"rencontre_D1H_2324_530 3.pdf",23,25,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSVT","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SAINT-RAPHAEL VHB","BRAUX benjamin",24,27,"rencontre_D1H_2324_530.pdf",23,25,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","handball clermont auvergne metropole 63","provence aix universite club handball",NA,30,NA
"TAETSVY","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,34,"rencontre_D1H_2324_535 2.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","fenix toulouse handball","paris saint-germain handball",39,55,16
"TAETSVY","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,34,"rencontre_D1H_2324_535 3.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","fenix toulouse handball","paris saint-germain handball",39,55,16
"TAETSVY","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,34,"rencontre_D1H_2324_535.pdf",30,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","fenix toulouse handball","paris saint-germain handball",39,55,16
"TAETSWC","US IVRY HANDBALL","DINART didier","SARAN LOIRET HB","COURTIAL fabien",33,31,"rencontre_D1H_2324_539 2.pdf",32,29,"R",1,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSWC","US IVRY HANDBALL","DINART didier","SARAN LOIRET HB","COURTIAL fabien",33,31,"rencontre_D1H_2324_539 3.pdf",32,29,"R",1,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSWC","US IVRY HANDBALL","DINART didier","SARAN LOIRET HB","COURTIAL fabien",33,31,"rencontre_D1H_2324_539.pdf",32,29,"R",1,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSWH","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,29,"rencontre_D1H_2324_544 2.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWH","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,29,"rencontre_D1H_2324_544 3.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWH","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,29,"rencontre_D1H_2324_544.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWN","SARAN LOIRET HB","ROUSSEL jeremy","DIJON METROPOLE HB","CHADUTEAUD ulrich",31,29,"rencontre_D1H_2324_550 2.pdf",30,29,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","js cherbourgeoise  manche hb",NA,NA,NA
"TAETSWN","SARAN LOIRET HB","ROUSSEL jeremy","DIJON METROPOLE HB","CHADUTEAUD ulrich",31,29,"rencontre_D1H_2324_550 3.pdf",30,29,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","js cherbourgeoise  manche hb",NA,NA,NA
"TAETSWN","SARAN LOIRET HB","ROUSSEL jeremy","DIJON METROPOLE HB","CHADUTEAUD ulrich",31,29,"rencontre_D1H_2324_550.pdf",30,29,"R",1,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","js cherbourgeoise  manche hb",NA,NA,NA
"TAETSWP","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,32,"rencontre_D1H_2324_552 2.pdf",34,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSWP","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,32,"rencontre_D1H_2324_552 3.pdf",34,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSWP","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,32,"rencontre_D1H_2324_552.pdf",34,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","provence aix universite club handball","nancy handball",30,NA,NA
"TAETSWR","DIJON METROPOLE HB","CHADUTEAUD ulrich","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",32,36,"rencontre_D1H_2324_554 2.pdf",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","fenix toulouse handball",NA,39,NA
"TAETSWR","DIJON METROPOLE HB","CHADUTEAUD ulrich","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",32,36,"rencontre_D1H_2324_554 3.pdf",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","fenix toulouse handball",NA,39,NA
"TAETSWR","DIJON METROPOLE HB","CHADUTEAUD ulrich","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",32,36,"rencontre_D1H_2324_554.pdf",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","js cherbourgeoise  manche hb","fenix toulouse handball",NA,39,NA
"TAETSWT","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2324_556 2.pdf",36,33,"R",1,1,1,0,0,"H",0,0,"D1","2324","nancy handball","us creteil handball",NA,16,NA
"TAETSWT","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2324_556 3.pdf",36,33,"R",1,1,1,0,0,"H",0,0,"D1","2324","nancy handball","us creteil handball",NA,16,NA
"TAETSWT","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2324_556.pdf",36,33,"R",1,1,1,0,0,"H",0,0,"D1","2324","nancy handball","us creteil handball",NA,16,NA
"TAETSWW","SARAN LOIRET HB","ROUSSEL jeremy","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,35,"rencontre_D1H_2324_559 2.pdf",32,34,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWW","SARAN LOIRET HB","ROUSSEL jeremy","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,35,"rencontre_D1H_2324_559 3.pdf",32,34,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWW","SARAN LOIRET HB","ROUSSEL jeremy","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,35,"rencontre_D1H_2324_559.pdf",32,34,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAETSWY","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",39,40,"rencontre_D1H_2324_561 2.pdf",37,39,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","us creteil handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSWY","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",39,40,"rencontre_D1H_2324_561 3.pdf",37,39,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","us creteil handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSWY","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",39,40,"rencontre_D1H_2324_561.pdf",37,39,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","us creteil handball","handball clermont auvergne metropole 63",16,NA,NA
"TAETSXD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,29,"rencontre_D1H_2324_566 2.pdf",26,29,"R",-1,0,1,0,1,"H",0,1,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSXD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,29,"rencontre_D1H_2324_566 3.pdf",26,29,"R",-1,0,1,0,1,"H",0,1,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSXD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,29,"rencontre_D1H_2324_566.pdf",26,29,"R",-1,0,1,0,1,"H",0,1,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSXF","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,29,"rencontre_D1H_2324_568 2.pdf",29,29,"R",0,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","nancy handball",NA,NA,NA
"TAETSXF","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,29,"rencontre_D1H_2324_568 3.pdf",29,29,"R",0,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","nancy handball",NA,NA,NA
"TAETSXF","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,29,"rencontre_D1H_2324_568.pdf",29,29,"R",0,1,1,0,1,"H",0,0,"D1","2324","handball clermont auvergne metropole 63","nancy handball",NA,NA,NA
"TAETSXJ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",35,38,"rencontre_D1H_2324_572 2.pdf",35,38,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
"TAETSXJ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",35,38,"rencontre_D1H_2324_572 3.pdf",35,38,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
"TAETSXJ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",35,38,"rencontre_D1H_2324_572.pdf",35,38,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
"TAETSXN","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","USAM NIMES GARD","CHAUVET jerome",26,29,"rencontre_D1H_2324_576 2.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSXN","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","USAM NIMES GARD","CHAUVET jerome",26,29,"rencontre_D1H_2324_576 3.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSXN","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","USAM NIMES GARD","CHAUVET jerome",26,29,"rencontre_D1H_2324_576.pdf",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSXR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US IVRY HANDBALL","DINART didier",32,30,"rencontre_D1H_2324_580 2.pdf",31,28,"R",1,1,1,1,0,"H",1,1,"D1","2324","limoges hand 87","us ivry handball",36,16,-20
"TAETSXR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US IVRY HANDBALL","DINART didier",32,30,"rencontre_D1H_2324_580 3.pdf",31,28,"R",1,1,1,1,0,"H",1,1,"D1","2324","limoges hand 87","us ivry handball",36,16,-20
"TAETSXR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US IVRY HANDBALL","DINART didier",32,30,"rencontre_D1H_2324_580.pdf",31,28,"R",1,1,1,1,0,"H",1,1,"D1","2324","limoges hand 87","us ivry handball",36,16,-20
"TAETSXT","SAINT-RAPHAEL VHB","BRAUX benjamin","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_582 2.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSXT","SAINT-RAPHAEL VHB","BRAUX benjamin","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_582 3.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSXT","SAINT-RAPHAEL VHB","BRAUX benjamin","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_582.pdf",34,32,"R",1,1,1,1,0,"H",1,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",30,NA,NA
"TAETSXY","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT-RAPHAEL VHB","BRAUX benjamin",34,31,"rencontre_D1H_2324_587 2.pdf",33,30,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
"TAETSXY","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT-RAPHAEL VHB","BRAUX benjamin",34,31,"rencontre_D1H_2324_587 3.pdf",33,30,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
"TAETSXY","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT-RAPHAEL VHB","BRAUX benjamin",34,31,"rencontre_D1H_2324_587.pdf",33,30,"R",1,1,1,1,0,"H",0,0,"D1","2324","nancy handball","provence aix universite club handball",NA,30,NA
